# ★実Excel が 指数を どう 出すかを 実Excel に 聞いた★（2026-09-10）
#
# ★なぜ★ #62 で 打てるようには なったが ★出る 字が まだ 違う★
#   うち `1.64e-14`（小文字 e）／実Excel `1.64E-14`（大文字 E）
#
# ★★見るのは `.Text`＝画面に 出る 字★★（`.Value2` は 中の 数＝別物）
# ★★General は 列の 幅で 出方が 変わる★★ので ★同じ 数を 3つの 幅で★ 打った
#   幅 … 5〜50 を 14通り（8.43 が 実Excel の 既定）★1つずつ 刻んだ★
# ★`#####`（幅が 足りない）も そのまま 書く＝隠さない★
#
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★書式★ … General（★打ち込まず 読んで 確かめた★）
#
# ★★材料（機械が 読む）★★ … `#材料<タブ>札<タブ>打った字`
#材料	普通	1
#材料	普通	1234.5
#材料	★0★	0
#材料	小さい 側	0.1
#材料	小さい 側	0.01
#材料	小さい 側	0.001
#材料	小さい 側	0.0001
#材料	★小さい 側 境目★	0.00001
#材料	★小さい 側 境目★	0.000001
#材料	★小さい 側 境目★	0.0000001
#材料	★小さい 側 境目★	0.00000001
#材料	小さい 側	0.000000001
#材料	小さい 側	0.0000000001
#材料	★とても 小さい★	0.0000000000000164
#材料	大きい 側	100000
#材料	大きい 側	100000000
#材料	大きい 側	1000000000
#材料	★大きい 側 境目★	10000000000
#材料	★大きい 側 境目★	100000000000
#材料	★大きい 側 境目★	1000000000000
#材料	大きい 側	1000000000000000
#材料	★大きい 側 境目★	10000000000000000
#材料	★大きい 側 境目★	100000000000000000
#材料	大きい 側	100000000000000000000
#材料	★仮数 桁★	123456789012345678901
#材料	★仮数 桁★	0.000000333333333333333
#材料	★仮数 桁★	0.00012345678901234
#材料	★短い 物★	150000000000000000000
#材料	★短い 物★	0.0000000000000001
#材料	★負★	-0.0000000000000164
#材料	★負★	-100000000000000000000
#材料	★繰り上がり★	0.000000999999999
#材料	★繰り上がり★	999999999999999999999
#材料	★計算の 答え★	0.30000000000000004
#材料	★計算の 答え★	0.3333333333333333
#材料	★計算の 答え★	3.3333333333333335
#材料	★計算の 答え★	0.10000000009313226
#材料	★計算の 答え★	187999.99999999997
#材料	★計算の 答え★	199.99999999999997
#材料	★計算の 答え★	26718.499999999996
#材料	★計算の 答え★	20.00000000000003
#幅	5,6,7,8,8.43,9,10,11,12,13,15,20,30,50
#
# 札	打った 字	幅	★画面に 出る 字(.Text)★	中の 数(.Value2)	指数か	型	窓２(=(A1)=0)
★仮数 桁★	123456789012345678901	12	1.23457E+20	1.2345678901234568E+20	★指数★	Number	—
★仮数 桁★	123456789012345678901	13	1.23457E+20	1.2345678901234568E+20	★指数★	Number	—
★仮数 桁★	123456789012345678901	15	1.23457E+20	1.2345678901234568E+20	★指数★	Number	—
★仮数 桁★	123456789012345678901	20	1.23457E+20	1.2345678901234568E+20	★指数★	Number	—
★仮数 桁★	123456789012345678901	30	1.23457E+20	1.2345678901234568E+20	★指数★	Number	—
★仮数 桁★	123456789012345678901	50	1.23457E+20	1.2345678901234568E+20	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	5	3E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	6	3E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	7	3.3E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	8	3.33E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	8.43	3.33E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	9	3.333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	10	3.3333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	11	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	12	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	13	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	15	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	20	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	30	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.000000333333333333333	50	3.33333E-07	3.33333333333333E-07	★指数★	Number	—
★仮数 桁★	0.00012345678901234	5	1E-04	0.00012345678901234	★指数★	Number	—
★仮数 桁★	0.00012345678901234	6	0.0001	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	7	0.00012	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	8	0.000123	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	8.43	0.000123	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	9	0.0001235	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	10	0.00012346	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	11	0.000123457	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	12	0.000123457	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	13	0.000123457	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	15	0.000123457	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	20	0.000123457	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	30	0.000123457	0.00012345678901234	—	Number	—
★仮数 桁★	0.00012345678901234	50	0.000123457	0.00012345678901234	—	Number	—
★短い 物★	150000000000000000000	5	####	1.5E+20	★#####★	Number	—
★短い 物★	150000000000000000000	6	2E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	7	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	8	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	8.43	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	9	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	10	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	11	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	12	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	13	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	15	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	20	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	30	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	150000000000000000000	50	1.5E+20	1.5E+20	★指数★	Number	—
★短い 物★	0.0000000000000001	5	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	6	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	7	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	8	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	8.43	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	9	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	10	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	11	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	12	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	13	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	15	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	20	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	30	1E-16	1E-16	★指数★	Number	—
★短い 物★	0.0000000000000001	50	1E-16	1E-16	★指数★	Number	—
★負★	-0.0000000000000164	5	-0	-1.64E-14	—	Number	FALSE
★負★	-0.0000000000000164	6	-2E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	7	-2E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	8	-1.6E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	8.43	-1.6E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	9	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	10	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	11	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	12	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	13	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	15	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	20	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	30	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-0.0000000000000164	50	-1.64E-14	-1.64E-14	★指数★	Number	—
★負★	-100000000000000000000	5	####	-1E+20	★#####★	Number	—
★負★	-100000000000000000000	6	#####	-1E+20	★#####★	Number	—
★負★	-100000000000000000000	7	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	8	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	8.43	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	9	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	10	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	11	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	12	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	13	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	15	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	20	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	30	-1E+20	-1E+20	★指数★	Number	—
★負★	-100000000000000000000	50	-1E+20	-1E+20	★指数★	Number	—
★繰り上がり★	0.000000999999999	5	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	6	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	7	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	8	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	8.43	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	9	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	10	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	11	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	12	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	13	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	15	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	20	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	30	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	0.000000999999999	50	1E-06	9.99999999E-07	★指数★	Number	—
★繰り上がり★	999999999999999999999	5	####	1E+21	★#####★	Number	—
★繰り上がり★	999999999999999999999	6	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	7	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	8	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	8.43	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	9	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	10	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	11	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	12	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	13	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	15	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	20	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	30	1E+21	1E+21	★指数★	Number	—
★繰り上がり★	999999999999999999999	50	1E+21	1E+21	★指数★	Number	—
★計算の 答え★	0.30000000000000004	5	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	6	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	7	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	8	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	8.43	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	9	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	10	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	11	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	12	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	13	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	15	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	20	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	30	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.30000000000000004	50	0.3	0.30000000000000004	—	Number	—
★計算の 答え★	0.3333333333333333	5	0.333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	6	0.3333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	7	0.33333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	8	0.333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	8.43	0.333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	9	0.3333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	10	0.33333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	11	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	12	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	13	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	15	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	20	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	30	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	0.3333333333333333	50	0.333333333	0.3333333333333333	—	Number	—
★計算の 答え★	3.3333333333333335	5	3.333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	6	3.3333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	7	3.33333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	8	3.333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	8.43	3.333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	9	3.3333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	10	3.33333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	11	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	12	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	13	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	15	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	20	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	30	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	3.3333333333333335	50	3.333333333	3.3333333333333335	—	Number	—
★計算の 答え★	0.10000000009313226	5	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	6	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	7	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	8	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	8.43	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	9	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	10	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	11	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	12	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	13	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	15	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	20	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	30	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	0.10000000009313226	50	0.1	0.10000000009313226	—	Number	—
★計算の 答え★	187999.99999999997	5	####	187999.99999999997	★#####★	Number	—
★計算の 答え★	187999.99999999997	6	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	7	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	8	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	8.43	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	9	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	10	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	11	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	12	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	13	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	15	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	20	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	30	188000	187999.99999999997	—	Number	—
★計算の 答え★	187999.99999999997	50	188000	187999.99999999997	—	Number	—
★計算の 答え★	199.99999999999997	5	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	6	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	7	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	8	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	8.43	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	9	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	10	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	11	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	12	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	13	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	15	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	20	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	30	200	199.99999999999997	—	Number	—
★計算の 答え★	199.99999999999997	50	200	199.99999999999997	—	Number	—
★計算の 答え★	26718.499999999996	5	26719	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	6	26719	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	7	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	8	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	8.43	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	9	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	10	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	11	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	12	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	13	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	15	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	20	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	30	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	26718.499999999996	50	26718.5	26718.499999999996	—	Number	—
★計算の 答え★	20.00000000000003	5	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	6	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	7	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	8	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	8.43	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	9	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	10	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	11	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	12	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	13	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	15	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	20	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	30	20	20.00000000000003	—	Number	—
★計算の 答え★	20.00000000000003	50	20	20.00000000000003	—	Number	—
