# ★取った 紙の「0」を ★2つ目の 窓★で 取り直した★（2026-09-08）
#
# ★★物差しの 欠陥★★
#   `.Value2` は ★0 で ない 値に 0 を 返す★
#   正体 …★最後の 演算が ＋か− の 時だけ、実Excel が ★見せる 時に★ 0 に する★
#     =0.1+0.2-0.3    … .Value2 ★0★ ／ =(式)=0 ★False★ ／ (式)*1e17 5.55
#     =11.1+22.2-33.3 … .Value2 0   ／ =(式)=0 ★True★  ／ (式)*1e17 0
#   ⇒★.Value2 では この 2つが どちらも 0 に 見える★
#
# ★数えた 結果★ 紙 28枚／全 10,775行
#   答えが 0 … ★697行★ ／ 足し引きで 終わる 式 … ★34行★ ／ 両方 … ★22行★
#
# ★★3つの 窓を 同じ 行に 並べた（★後の 人が どちらの 窓か 引き直せる ように★）★★
#   窓① .Value2 ／ 窓② =(式)=0 の 真偽（★本当に 0 か★）／ 窓③ (式)*1e17（★残りの 大きさ★）
#
# ★★土台は 一番 広い 形を 1つ 置いた★★
#   A1:I9 = 行*10+列 ／ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 で 上書き
#   ⇒★元の 紙は 土台が 違う 物が 混ざる★＝★窓①が 元の 紙と 違う 行には 印を 付けた★
#   ⇒★その 行は「土台が 違う」だけかも しれない＝★判じを 保留★★
# 元の紙	式	窓①.Value2	★型★	窓②=0の真偽	窓③*1e17	判じ
golden-346-2026-09-08.tsv	=LINEST(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(2,3,4)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(2,3,4,5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(0.5,1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(0.5,1,2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(D1,D2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(D1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(D1,D2,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(2,3,TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LINEST(2.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LN(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LN(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LN(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LOG(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LOG(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LOG(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LOG(A1:A5,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LOG(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=LOGNORMDIST(D1,D2,1)	1.542610514164225E-101	Number	FALSE	1.5426105141642249E-84	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=MAXA(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MAXIFS(D1,D2,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MAXIFS(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MAXIFS(A1:A5,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MEDIAN(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MIN(A1:B5,2,FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MIN(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MIN(D1,D2,0.05,0.1,100,2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MIN(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINA(A1:B5,2,FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINA(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINA(D1,D2,0.05,0.1,100,2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINA(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINIFS(D1,D2,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINIFS(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINIFS(A1:A5,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=MINUTE(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=NETWORKDAYS(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=NETWORKDAYS(0.5,1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=NETWORKDAYS.INTL(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=NORM.S.INV(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=NORMSINV(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=NPER(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=PHI("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=PHI(D1)	1.0966065593889713E-43	Number	FALSE	1.0966065593889712E-26	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=PMT(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=PRODUCT(A1:B5,2,FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=PRODUCT(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=PRODUCT(D1,D2,0.05,0.1,100,2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=PRODUCT(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=QUOTIENT(2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=QUOTIENT(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=QUOTIENT(D1,D2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=RADIANS(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=RIGHT("12:30")	0	String	FALSE	0	★字の "0"（数では ない）★
golden-346-2026-09-08.tsv	=SECH("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECH(D1)	1.663057438205986E-06	Number	FALSE	166305743820.5986	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=SECOND(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SECOND(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SEQUENCE(D1,D2)	1	Number	FALSE	1E+17	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=SEQUENCE(D1,D2,1)	1	Number	FALSE	1E+17	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=SEQUENCE(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SIGN(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SIN(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SINH(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(2,3,4)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(2,3,4,5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(1,2,3,4,5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(1,2,3,4,5,6)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(1,2,3,4,5,6,7)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(2,3,TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW(2,3,4,5,6)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(A1:A5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(2,3,4)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(2,3,4,5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(1,2,3,4,5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(1,2,3,4,5,6)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(1,2,3,4,5,6,7)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(2,3,TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SKEW.P(2,3,4,5,6)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SQRT(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEV.P(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVP(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STDEVPA(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=STEYX(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SUMIF(D1,D2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SUMIF(D1,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SUMIFS(D1,D2,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SUMIFS(D1,D2,0)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SUMIFS(A1:A5,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SUMSQ(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=SYD(A1:A5,1,B1:B5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=T.DIST(D1,D2,0)	3.704626955229997E-13	Number	FALSE	37046.26955229997	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=T.DIST.2T(D1,D2)	4.828743440379774E-13	Number	FALSE	48287.43440379774	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=T.DIST.RT(D1,D2)	2.414371720189887E-13	Number	FALSE	24143.71720189887	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=T.INV(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=T.INV.2T(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=T.INV.2T(A1:A5,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=T.INV.2T(A1:A5,A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TAN(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TANH(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TDIST(D1,D2,1)	2.414371720189887E-13	Number	FALSE	24143.71720189887	★土台が 違う（保留）★
golden-346-2026-09-08.tsv	=TIMEVALUE("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TINV(A1:A5,B1:B5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TINV(A1:A5,2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TINV(A1:A5,A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TRUNC(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TRUNC("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=TRUNC(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VAR.P(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARP(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(A1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(A2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA("2024-01-15")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA("12:30")	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(D1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(TRUE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(FALSE)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=VARPA(-2)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=WEEKDAY(2,3)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=WEEKNUM(0.5)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=WEEKNUM(0.5,1)	0	Number	TRUE	0	本当に 0
golden-346-2026-09-08.tsv	=WEEKNUM("12:30")	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("contents",A4)	4	Number	FALSE	4E+17	★土台が 違う（保留）★
golden-cell-2026-09-07.tsv	=CELL("color",A1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("color",A2)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("color",A3)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("color",A4)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("color",B1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("color",C1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("color",D1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",A1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",A2)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",A3)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",A4)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",B1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",C1)	0	Number	TRUE	0	本当に 0
golden-cell-2026-09-07.tsv	=CELL("parentheses",D1)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A2)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A2)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A3)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A3)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A4)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A4)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A5)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A5)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A6)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A6)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A7)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A7)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A8)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A8)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A11)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A11)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A12)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A12)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A13)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A13)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A14)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A14)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A15)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A15)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A16)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A16)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A17)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A17)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A18)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A18)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A19)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A19)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A20)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A20)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A21)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A21)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A22)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A22)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A23)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A23)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A24)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A24)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A25)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A25)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A26)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A26)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A28)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A28)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("color",A29)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("parentheses",A29)	0	Number	TRUE	0	本当に 0
golden-cell2-2026-09-07.tsv	=CELL("contents",C4)	43	Number	FALSE	4.3E+18	★土台が 違う（保留）★
golden-cell2-2026-09-07.tsv	=CELL("contents",C5)	53	Number	FALSE	5.3E+18	★土台が 違う（保留）★
golden-cell3-2026-09-07.tsv	=CELL("color",A1)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A1)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("color",A2)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A2)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("color",A3)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A3)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A4)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A5)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A6)	0	Number	TRUE	0	本当に 0
golden-cell3-2026-09-07.tsv	=CELL("parentheses",A7)	0	Number	TRUE	0	本当に 0
