# ★古い 紙（2026-09-08）を 今の 道（Formula2）で 打ち直した★（67）（2026-09-21）
# ★元の 紙★ ... docs/measured/kansuu46/golden-346-2026-09-08.tsv
# ★★元の 紙は `.Formula`（昔の 道＝溢れない）で 取られて います★★（kansuu46 の 道具 21本とも）
# ★盤面★ A1:A5=1,2,3,4,5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★置き場★ H列・行1 から 10行 おき
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
# 名前	式	昔の 答え	実Excel（今の 道＝Formula2）	埋まった数	判じ
LCM	=LCM(B1:B5)	120	120	1	onaji
LCM	=LCM(A1:B5)	120	120	1	onaji
LCM	=LCM(A1:A5,B1:B5)	120	120	1	onaji
LCM	=LCM(A1:A5,2)	60	60	1	onaji
LCM	=LCM(A1:A5,2,3)	60	60	1	onaji
LCM	=LCM(A1:A5,A1)	60	60	1	onaji
LCM	=LCM(A1:A5,1,B1:B5,1)	120	120	1	onaji
LCM	=LCM(A1:A5,B1:B5,1)	120	120	1	onaji
LEFT	=LEFT(A1:A5)	1	1	5	onaji
LEFT	=LEFT(B1:B5)	2	2	5	onaji
LEFT	=LEFT(A1:A5,B1:B5)	1	1	5	onaji
LEFT	=LEFT(A1:A5,2)	1	1	5	onaji
LEFT	=LEFT(A1:A5,A1)	1	1	5	onaji
LINEST	=LINEST(A1:A5)	0.99999999999999989	0.99999999999999989	2	onaji
LINEST	=LINEST(B1:B5)	1.9999999999999998	1.9999999999999998	2	onaji
LINEST	=LINEST(A1:B5)	0.81818181818181823	0.81818181818181823	2	onaji
LINEST	=LINEST(A1:A5,B1:B5)	0.49999999999999994	0.49999999999999994	2	onaji
LINEST	=LINEST(A1:A5,B1:B5,1)	0.49999999999999994	0.49999999999999994	2	onaji
LN	=LN(A1:A5)	0	0	5	onaji
LN	=LN(B1:B5)	0.69314718055994529	0.69314718055994529	5	onaji
LOG	=LOG(A1:A5)	0	0	5	onaji
LOG	=LOG(B1:B5)	0.3010299956639812	0.3010299956639812	5	onaji
LOG	=LOG(A1:A5,B1:B5)	0	0	5	onaji
LOG	=LOG(A1:A5,2)	0	0	5	onaji
LOGNORM.DIST	=LOGNORM.DIST(A1:A5,1,B1:B5,1)	0.30853753872598688	0.30853753872598688	5	onaji
LOGNORMDIST	=LOGNORMDIST(A1:A5,2,3)	0.25249253754692291	0.25249253754692291	5	onaji
LOGNORMDIST	=LOGNORMDIST(A1:A5,B1:B5,1)	0.022750131948179191	0.022750131948179191	5	onaji
LOWER	=LOWER(A1:A5)	1	1	5	onaji
LOWER	=LOWER(B1:B5)	2	2	5	onaji
MAXA	=MAXA(A1:A5)	5	5	1	onaji
MAXA	=MAXA(B1:B5)	10	10	1	onaji
MAXA	=MAXA(A1:B5)	10	10	1	onaji
MAXA	=MAXA(A1:A5,B1:B5)	10	10	1	onaji
MAXA	=MAXA(A1:A5,2)	5	5	1	onaji
MAXA	=MAXA(A1:A5,2,3)	5	5	1	onaji
MAXA	=MAXA(A1:B5,2,FALSE)	10	10	1	onaji
MAXA	=MAXA(A1:A5,A1)	5	5	1	onaji
MAXA	=MAXA(A1:A5,1,B1:B5,1)	10	10	1	onaji
MAXA	=MAXA(A1:A5,B1:B5,1)	10	10	1	onaji
MAXIFS	=MAXIFS(A1:A5,B1:B5,1)	0	0	1	onaji
MEDIAN	=MEDIAN(A1:A5)	3	3	1	onaji
MEDIAN	=MEDIAN(B1:B5)	6	6	1	onaji
MEDIAN	=MEDIAN(A1:B5)	4	4	1	onaji
MEDIAN	=MEDIAN(A1:A5,B1:B5)	4	4	1	onaji
MEDIAN	=MEDIAN(A1:A5,2)	2.5	2.5	1	onaji
MEDIAN	=MEDIAN(A1:A5,2,3)	3	3	1	onaji
MEDIAN	=MEDIAN(A1:B5,2,FALSE)	3.5	3.5	1	onaji
MEDIAN	=MEDIAN(A1:A5,A1)	2.5	2.5	1	onaji
MEDIAN	=MEDIAN(A1:A5,1,B1:B5,1)	3.5	3.5	1	onaji
MEDIAN	=MEDIAN(A1:A5,B1:B5,1)	4	4	1	onaji
MID	=MID(A1:A5,2,3)			5	onaji
MID	=MID(A1:A5,B1:B5,1)			5	onaji
MIN	=MIN(A1:A5)	1	1	1	onaji
MIN	=MIN(B1:B5)	2	2	1	onaji
MIN	=MIN(A1:B5)	1	1	1	onaji
MIN	=MIN(A1:A5,B1:B5)	1	1	1	onaji
MIN	=MIN(A1:A5,2)	1	1	1	onaji
MIN	=MIN(A1:A5,2,3)	1	1	1	onaji
MIN	=MIN(A1:B5,2,FALSE)	0	0	1	onaji
MIN	=MIN(A1:A5,A1)	1	1	1	onaji
MIN	=MIN(A1:A5,1,B1:B5,1)	1	1	1	onaji
MIN	=MIN(A1:A5,B1:B5,1)	1	1	1	onaji
MINA	=MINA(A1:A5)	1	1	1	onaji
MINA	=MINA(B1:B5)	2	2	1	onaji
MINA	=MINA(A1:B5)	1	1	1	onaji
MINA	=MINA(A1:A5,B1:B5)	1	1	1	onaji
MINA	=MINA(A1:A5,2)	1	1	1	onaji
MINA	=MINA(A1:A5,2,3)	1	1	1	onaji
MINA	=MINA(A1:B5,2,FALSE)	0	0	1	onaji
MINA	=MINA(A1:A5,A1)	1	1	1	onaji
MINA	=MINA(A1:A5,1,B1:B5,1)	1	1	1	onaji
MINA	=MINA(A1:A5,B1:B5,1)	1	1	1	onaji
MINIFS	=MINIFS(A1:A5,B1:B5,1)	0	0	1	onaji
MINUTE	=MINUTE(A1:A5)	0	0	5	onaji
MINUTE	=MINUTE(B1:B5)	0	0	5	onaji
MMULT	=MMULT(A1:A5,2)	2	2	5	onaji
MMULT	=MMULT(A1:A5,A1)	1	1	5	onaji
MODE.SNGL	=MODE.SNGL(A1:B5)	2	2	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,B1:B5)	2	2	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,2)	2	2	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,2,3)	2	2	1	onaji
MODE.SNGL	=MODE.SNGL(A1:B5,2,FALSE)	2	2	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,A1)	1	1	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,"<3",B1:B5)	2	2	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,1,B1:B5,1)	1	1	1	onaji
MODE.SNGL	=MODE.SNGL(A1:A5,B1:B5,1)	1	1	1	onaji
MONTH	=MONTH(A1:A5)	1	1	5	onaji
MONTH	=MONTH(B1:B5)	1	1	5	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5)	37837799.999999955	37837799.999999955	1	onaji
MULTINOMIAL	=MULTINOMIAL(B1:B5)	52456919678162984	52456919678162984	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:B5)	6.8451163929481654E+35	6.8451163929481654E+35	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5,B1:B5)	6.8451163929481654E+35	6.8451163929481654E+35	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5,2)	5145940800	5145940800	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5,2,3)	5866372512000.0127	5866372512000.0127	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5,A1)	605404800.00000167	605404800.00000167	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5,1,B1:B5,1)	1.479914164155413E+39	1.479914164155413E+39	1	onaji
MULTINOMIAL	=MULTINOMIAL(A1:A5,B1:B5,1)	3.1487535407561842E+37	3.1487535407561842E+37	1	onaji
NORM.DIST	=NORM.DIST(A1:A5,1,B1:B5,1)	0.5	0.5	5	onaji
NORM.S.DIST	=NORM.S.DIST(A1:A5,B1:B5)	0.841344746068543	0.841344746068543	5	onaji
NORM.S.DIST	=NORM.S.DIST(A1:A5,2)	0.841344746068543	0.841344746068543	5	onaji
NORM.S.DIST	=NORM.S.DIST(A1:A5,A1)	0.841344746068543	0.841344746068543	5	onaji
NORMDIST	=NORMDIST(A1:A5,1,B1:B5,1)	0.5	0.5	5	onaji
NORMSDIST	=NORMSDIST(A1:A5)	0.841344746068543	0.841344746068543	5	onaji
NORMSDIST	=NORMSDIST(B1:B5)	0.97724986805182079	0.97724986805182079	5	onaji
NPER	=NPER(A1:A5,2,3)	-1.3219280948873622	-1.3219280948873622	5	onaji
NPER	=NPER(A1:A5,B1:B5,1)	-0.5849625007211563	-0.5849625007211563	5	onaji
NPV	=NPV(A1:A5,B1:B5)	3.5625	3.5625	5	onaji
NPV	=NPV(A1:A5,2)	1	1	5	onaji
NPV	=NPV(A1:A5,2,3)	1.75	1.75	5	onaji
NPV	=NPV(A1:A5,A1)	0.5	0.5	5	onaji
NPV	=NPV(A1:A5,1,B1:B5,1)	2.2890625	2.2890625	5	onaji
NPV	=NPV(A1:A5,B1:B5,1)	3.578125	3.578125	5	onaji
ODD	=ODD(A1:A5)	1	1	5	onaji
ODD	=ODD(B1:B5)	3	3	5	onaji
OR	=OR(A1:A5)	True	True	1	onaji
OR	=OR(B1:B5)	True	True	1	onaji
OR	=OR(A1:B5)	True	True	1	onaji
OR	=OR(A1:A5,B1:B5)	True	True	1	onaji
OR	=OR(A1:A5,2)	True	True	1	onaji
OR	=OR(A1:A5,2,3)	True	True	1	onaji
OR	=OR(A1:B5,2,FALSE)	True	True	1	onaji
OR	=OR(A1:A5,A1)	True	True	1	onaji
OR	=OR(A1:A5,"<3")	True	True	1	onaji
OR	=OR(A1:A5,"<3",B1:B5)	True	True	1	onaji
OR	=OR(A1:A5,1,B1:B5,1)	True	True	1	onaji
OR	=OR(A1:A5,B1:B5,1)	True	True	1	onaji
PDURATION	=PDURATION(A1:A5,2,3)	0.58496250072115641	0.58496250072115641	5	onaji
PDURATION	=PDURATION(A1:A5,B1:B5,1)	-1	-1	5	onaji
PEARSON	=PEARSON(A1:A5,B1:B5)	0.99999999999999978	0.99999999999999978	1	onaji
PERCENTILE.INC	=PERCENTILE.INC(A1:A5,A1)	5	5	1	onaji
PHI	=PHI(A1:A5)	0.24197072451914337	0.24197072451914337	5	onaji
PHI	=PHI(B1:B5)	0.053990966513188063	0.053990966513188063	5	onaji
PMT	=PMT(A1:A5,2,3)	-4	-4	5	onaji
PMT	=PMT(A1:A5,1,B1:B5,1)	-5	-5	5	onaji
PMT	=PMT(A1:A5,B1:B5,1)	-1.3333333333333333	-1.3333333333333333	5	onaji
POISSON	=POISSON(A1:A5,2,3)	0.40600584970983811	0.40600584970983811	5	onaji
POISSON	=POISSON(A1:A5,B1:B5,1)	0.40600584970983811	0.40600584970983811	5	onaji
POISSON.DIST	=POISSON.DIST(A1:A5,2,3)	0.40600584970983811	0.40600584970983811	5	onaji
POISSON.DIST	=POISSON.DIST(A1:A5,B1:B5,1)	0.40600584970983811	0.40600584970983811	5	onaji
POWER	=POWER(A1:A5,B1:B5)	1	1	5	onaji
POWER	=POWER(A1:A5,2)	1	1	5	onaji
POWER	=POWER(A1:A5,A1)	1	1	5	onaji
PPMT	=PPMT(A1:A5,1,B1:B5,1)	-0.33333333333333331	-0.33333333333333331	5	onaji
PRODUCT	=PRODUCT(A1:A5)	120	120	1	onaji
PRODUCT	=PRODUCT(B1:B5)	3840	3840	1	onaji
PRODUCT	=PRODUCT(A1:B5)	460800	460800	1	onaji
PRODUCT	=PRODUCT(A1:A5,B1:B5)	460800	460800	1	onaji
PRODUCT	=PRODUCT(A1:A5,2)	240	240	1	onaji
PRODUCT	=PRODUCT(A1:A5,2,3)	720	720	1	onaji
PRODUCT	=PRODUCT(A1:B5,2,FALSE)	0	0	1	onaji
PRODUCT	=PRODUCT(A1:A5,A1)	120	120	1	onaji
PRODUCT	=PRODUCT(A1:A5,1,B1:B5,1)	460800	460800	1	onaji
PRODUCT	=PRODUCT(A1:A5,B1:B5,1)	460800	460800	1	onaji
PROPER	=PROPER(A1:A5)	1	1	5	onaji
PROPER	=PROPER(B1:B5)	2	2	5	onaji
PV	=PV(A1:A5,2,3)	-2.25	-2.25	5	onaji
PV	=PV(A1:A5,1,B1:B5,1)	-1.5	-1.5	5	onaji
PV	=PV(A1:A5,B1:B5,1)	-0.75	-0.75	5	onaji
QUARTILE.INC	=QUARTILE.INC(A1:A5,B1:B5)	3	3	5	onaji
QUARTILE.INC	=QUARTILE.INC(A1:A5,2)	3	3	1	onaji
QUARTILE.INC	=QUARTILE.INC(A1:A5,A1)	2	2	1	onaji
RADIANS	=RADIANS(A1:A5)	0.017453292519943295	0.017453292519943295	5	onaji
RADIANS	=RADIANS(B1:B5)	0.034906585039886591	0.034906585039886591	5	onaji
RANK.AVG	=RANK.AVG(A1:A5,A1)	1	1	5	onaji
RANK.EQ	=RANK.EQ(A1:A5,A1)	1	1	5	onaji
REPLACE	=REPLACE(A1:A5,1,B1:B5,1)	1	1	5	onaji
REPT	=REPT(A1:A5,B1:B5)	11	11	5	onaji
REPT	=REPT(A1:A5,2)	11	11	5	onaji
REPT	=REPT(A1:A5,A1)	1	1	5	onaji
RIGHT	=RIGHT(A1:A5)	1	1	5	onaji
RIGHT	=RIGHT(B1:B5)	2	2	5	onaji
RIGHT	=RIGHT(A1:A5,B1:B5)	1	1	5	onaji
RIGHT	=RIGHT(A1:A5,2)	1	1	5	onaji
RIGHT	=RIGHT(A1:A5,A1)	1	1	5	onaji
ROMAN	=ROMAN(A1:A5)	I	I	5	onaji
ROMAN	=ROMAN(B1:B5)	II	II	5	onaji
ROMAN	=ROMAN(A1:A5,B1:B5)	I	I	5	onaji
ROMAN	=ROMAN(A1:A5,2)	I	I	5	onaji
ROMAN	=ROMAN(A1:A5,A1)	I	I	5	onaji
ROUNDUP	=ROUNDUP(A1:A5,B1:B5)	1	1	5	onaji
ROUNDUP	=ROUNDUP(A1:A5,2)	1	1	5	onaji
ROUNDUP	=ROUNDUP(A1:A5,A1)	1	1	5	onaji
ROW	=ROW(A1:A5)	1	1	5	onaji
ROW	=ROW(B1:B5)	1	1	5	onaji
ROW	=ROW(A1:B5)	1	1	5	onaji
RRI	=RRI(A1:A5,2,3)	0.5	0.5	5	onaji
RRI	=RRI(A1:A5,B1:B5,1)	-0.5	-0.5	5	onaji
RSQ	=RSQ(A1:A5,B1:B5)	0.99999999999999956	0.99999999999999956	1	onaji
SEARCH	=SEARCH(A1:A5,A1)	1	1	5	onaji
SEC	=SEC(A1:A5)	1.8508157176809255	1.8508157176809255	5	onaji
SEC	=SEC(B1:B5)	-2.4029979617223809	-2.4029979617223809	5	onaji
SECH	=SECH(A1:A5)	0.64805427366388546	0.64805427366388546	5	onaji
SECH	=SECH(B1:B5)	0.26580222883407972	0.26580222883407972	5	onaji
SECOND	=SECOND(A1:A5)	0	0	5	onaji
SECOND	=SECOND(B1:B5)	0	0	5	onaji
SEQUENCE	=SEQUENCE(A1:A5)	1	1	5	onaji
SEQUENCE	=SEQUENCE(B1:B5)	1	1	5	onaji
SEQUENCE	=SEQUENCE(A1:A5,B1:B5)	1	1	5	onaji
SEQUENCE	=SEQUENCE(A1:A5,2)	1	1	5	onaji
SEQUENCE	=SEQUENCE(A1:A5,2,3)	3	3	5	onaji
SEQUENCE	=SEQUENCE(A1:A5,A1)	1	1	5	onaji
SEQUENCE	=SEQUENCE(A1:A5,1,B1:B5,1)	2	2	5	onaji
SEQUENCE	=SEQUENCE(A1:A5,B1:B5,1)	1	1	5	onaji
SHEET	=SHEET(A1:A5)	1	1	1	onaji
SHEET	=SHEET(B1:B5)	1	1	1	onaji
SHEET	=SHEET(A1:B5)	1	1	1	onaji
SHEETS	=SHEETS(A1:A5)	1	1	1	onaji
SHEETS	=SHEETS(B1:B5)	1	1	1	onaji
SHEETS	=SHEETS(A1:B5)	1	1	1	onaji
SIGN	=SIGN(A1:A5)	1	1	5	onaji
SIGN	=SIGN(B1:B5)	1	1	5	onaji
SIN	=SIN(A1:A5)	0.8414709848078965	0.8414709848078965	5	onaji
SIN	=SIN(B1:B5)	0.90929742682568171	0.90929742682568171	5	onaji
SINH	=SINH(A1:A5)	1.1752011936438014	1.1752011936438014	5	onaji
SINH	=SINH(B1:B5)	3.626860407847019	3.626860407847019	5	onaji
SKEW	=SKEW(A1:A5)	0	0	1	onaji
SKEW	=SKEW(B1:B5)	0	0	1	onaji
SKEW	=SKEW(A1:B5)	0.82008341001191332	0.82008341001191332	1	onaji
SKEW	=SKEW(A1:A5,B1:B5)	0.82008341001191343	0.82008341001191343	1	onaji
SKEW	=SKEW(A1:A5,2)	0.41807152029954237	0.41807152029954237	1	onaji
SKEW	=SKEW(A1:A5,2,3)	0.3521330250039606	0.3521330250039606	1	onaji
SKEW	=SKEW(A1:B5,2,FALSE)	0.84673586213411534	0.84673586213411534	1	onaji
SKEW	=SKEW(A1:A5,A1)	0.38273277230987229	0.38273277230987229	1	onaji
SKEW	=SKEW(A1:A5,1,B1:B5,1)	0.95198440254275052	0.95198440254275052	1	onaji
SKEW	=SKEW(A1:A5,B1:B5,1)	0.87071926085443208	0.87071926085443208	1	onaji
SKEW.P	=SKEW.P(A1:A5)	0	0	1	onaji
SKEW.P	=SKEW.P(B1:B5)	0	0	1	onaji
SKEW.P	=SKEW.P(A1:B5)	0.69155505252143479	0.69155505252143479	1	onaji
SKEW.P	=SKEW.P(A1:A5,B1:B5)	0.69155505252143479	0.69155505252143479	1	onaji
SKEW.P	=SKEW.P(A1:A5,2)	0.30531626975805137	0.30531626975805137	1	onaji
SKEW.P	=SKEW.P(A1:A5,2,3)	0.2716765269519808	0.2716765269519808	1	onaji
SKEW.P	=SKEW.P(A1:B5,2,FALSE)	0.73698897046966871	0.73698897046966871	1	onaji
SKEW.P	=SKEW.P(A1:A5,A1)	0.27950849718747423	0.27950849718747423	1	onaji
SKEW.P	=SKEW.P(A1:A5,1,B1:B5,1)	0.82859606650513717	0.82859606650513717	1	onaji
SKEW.P	=SKEW.P(A1:A5,B1:B5,1)	0.74717841686424824	0.74717841686424824	1	onaji
SLN	=SLN(A1:A5,2,3)	-0.33333333333333331	-0.33333333333333331	5	onaji
SLN	=SLN(A1:A5,B1:B5,1)	-1	-1	5	onaji
SLOPE	=SLOPE(A1:A5,B1:B5)	0.5	0.5	1	onaji
SMALL	=SMALL(A1:A5,B1:B5)	2	2	5	onaji
SMALL	=SMALL(A1:A5,2)	2	2	1	onaji
SMALL	=SMALL(A1:A5,A1)	1	1	1	onaji
SQRT	=SQRT(A1:A5)	1	1	5	onaji
SQRT	=SQRT(B1:B5)	1.4142135623730951	1.4142135623730951	5	onaji
STANDARDIZE	=STANDARDIZE(A1:A5,2,3)	-0.33333333333333331	-0.33333333333333331	5	onaji
STANDARDIZE	=STANDARDIZE(A1:A5,B1:B5,1)	-1	-1	5	onaji
STDEV	=STDEV(A1:A5)	1.5811388300841898	1.5811388300841898	1	onaji
STDEV	=STDEV(B1:B5)	3.1622776601683795	3.1622776601683795	1	onaji
STDEV	=STDEV(A1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
STDEV	=STDEV(A1:A5,B1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
STDEV	=STDEV(A1:A5,2)	1.4719601443879746	1.4719601443879746	1	onaji
STDEV	=STDEV(A1:A5,2,3)	1.3451854182690983	1.3451854182690983	1	onaji
STDEV	=STDEV(A1:B5,2,FALSE)	2.937479851639476	2.937479851639476	1	onaji
STDEV	=STDEV(A1:A5,A1)	1.6329931618554521	1.6329931618554521	1	onaji
STDEV	=STDEV(A1:A5,1,B1:B5,1)	2.9063670960444234	2.9063670960444234	1	onaji
STDEV	=STDEV(A1:A5,B1:B5,1)	2.8919952219248848	2.8919952219248848	1	onaji
STDEV.P	=STDEV.P(A1:A5)	1.4142135623730951	1.4142135623730951	1	onaji
STDEV.P	=STDEV.P(B1:B5)	2.8284271247461903	2.8284271247461903	1	onaji
STDEV.P	=STDEV.P(A1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
STDEV.P	=STDEV.P(A1:A5,B1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
STDEV.P	=STDEV.P(A1:A5,2)	1.3437096247164249	1.3437096247164249	1	onaji
STDEV.P	=STDEV.P(A1:A5,2,3)	1.2453996981544782	1.2453996981544782	1	onaji
STDEV.P	=STDEV.P(A1:B5,2,FALSE)	2.8124228384477008	2.8124228384477008	1	onaji
STDEV.P	=STDEV.P(A1:A5,A1)	1.4907119849998598	1.4907119849998598	1	onaji
STDEV.P	=STDEV.P(A1:A5,1,B1:B5,1)	2.782634642844	2.782634642844	1	onaji
STDEV.P	=STDEV.P(A1:A5,B1:B5,1)	2.7574092523823821	2.7574092523823821	1	onaji
STDEV.S	=STDEV.S(A1:A5)	1.5811388300841898	1.5811388300841898	1	onaji
STDEV.S	=STDEV.S(B1:B5)	3.1622776601683795	3.1622776601683795	1	onaji
STDEV.S	=STDEV.S(A1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
STDEV.S	=STDEV.S(A1:A5,B1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
STDEV.S	=STDEV.S(A1:A5,2)	1.4719601443879746	1.4719601443879746	1	onaji
STDEV.S	=STDEV.S(A1:A5,2,3)	1.3451854182690983	1.3451854182690983	1	onaji
STDEV.S	=STDEV.S(A1:B5,2,FALSE)	2.937479851639476	2.937479851639476	1	onaji
STDEV.S	=STDEV.S(A1:A5,A1)	1.6329931618554521	1.6329931618554521	1	onaji
STDEV.S	=STDEV.S(A1:A5,1,B1:B5,1)	2.9063670960444234	2.9063670960444234	1	onaji
STDEV.S	=STDEV.S(A1:A5,B1:B5,1)	2.8919952219248848	2.8919952219248848	1	onaji
STDEVA	=STDEVA(A1:A5)	1.5811388300841898	1.5811388300841898	1	onaji
STDEVA	=STDEVA(B1:B5)	3.1622776601683795	3.1622776601683795	1	onaji
STDEVA	=STDEVA(A1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
STDEVA	=STDEVA(A1:A5,B1:B5)	2.8382310609877335	2.8382310609877335	1	onaji
STDEVA	=STDEVA(A1:A5,2)	1.4719601443879746	1.4719601443879746	1	onaji
STDEVA	=STDEVA(A1:A5,2,3)	1.3451854182690983	1.3451854182690983	1	onaji
STDEVA	=STDEVA(A1:B5,2,FALSE)	2.937479851639476	2.937479851639476	1	onaji
STDEVA	=STDEVA(A1:A5,A1)	1.6329931618554521	1.6329931618554521	1	onaji
STDEVA	=STDEVA(A1:A5,1,B1:B5,1)	2.9063670960444234	2.9063670960444234	1	onaji
STDEVA	=STDEVA(A1:A5,B1:B5,1)	2.8919952219248848	2.8919952219248848	1	onaji
STDEVP	=STDEVP(A1:A5)	1.4142135623730951	1.4142135623730951	1	onaji
STDEVP	=STDEVP(B1:B5)	2.8284271247461903	2.8284271247461903	1	onaji
STDEVP	=STDEVP(A1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
STDEVP	=STDEVP(A1:A5,B1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
STDEVP	=STDEVP(A1:A5,2)	1.3437096247164249	1.3437096247164249	1	onaji
STDEVP	=STDEVP(A1:A5,2,3)	1.2453996981544782	1.2453996981544782	1	onaji
STDEVP	=STDEVP(A1:B5,2,FALSE)	2.8124228384477008	2.8124228384477008	1	onaji
STDEVP	=STDEVP(A1:A5,A1)	1.4907119849998598	1.4907119849998598	1	onaji
STDEVP	=STDEVP(A1:A5,1,B1:B5,1)	2.782634642844	2.782634642844	1	onaji
STDEVP	=STDEVP(A1:A5,B1:B5,1)	2.7574092523823821	2.7574092523823821	1	onaji
STDEVPA	=STDEVPA(A1:A5)	1.4142135623730951	1.4142135623730951	1	onaji
STDEVPA	=STDEVPA(B1:B5)	2.8284271247461903	2.8284271247461903	1	onaji
STDEVPA	=STDEVPA(A1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
STDEVPA	=STDEVPA(A1:A5,B1:B5)	2.6925824035672519	2.6925824035672519	1	onaji
STDEVPA	=STDEVPA(A1:A5,2)	1.3437096247164249	1.3437096247164249	1	onaji
STDEVPA	=STDEVPA(A1:A5,2,3)	1.2453996981544782	1.2453996981544782	1	onaji
STDEVPA	=STDEVPA(A1:B5,2,FALSE)	2.8124228384477008	2.8124228384477008	1	onaji
STDEVPA	=STDEVPA(A1:A5,A1)	1.4907119849998598	1.4907119849998598	1	onaji
STDEVPA	=STDEVPA(A1:A5,1,B1:B5,1)	2.782634642844	2.782634642844	1	onaji
STDEVPA	=STDEVPA(A1:A5,B1:B5,1)	2.7574092523823821	2.7574092523823821	1	onaji
STEYX	=STEYX(A1:A5,B1:B5)	0	0	1	onaji
SUBSTITUTE	=SUBSTITUTE(A1:A5,2,3)	1	1	5	onaji
SUBSTITUTE	=SUBSTITUTE(A1:A5,"<3",B1:B5)	1	1	5	onaji
SUBSTITUTE	=SUBSTITUTE(A1:A5,1,B1:B5,1)	2	2	5	onaji
SUBSTITUTE	=SUBSTITUTE(A1:A5,B1:B5,1)	1	1	5	onaji
SUMIF	=SUMIF(A1:A5,B1:B5)	2	2	5	onaji
SUMIF	=SUMIF(A1:A5,2)	2	2	1	onaji
SUMIF	=SUMIF(A1:A5,A1)	1	1	1	onaji
SUMIF	=SUMIF(A1:A5,"<3")	3	3	1	onaji
SUMIF	=SUMIF(A1:A5,"<3",B1:B5)	6	6	1	onaji
SUMIFS	=SUMIFS(A1:A5,B1:B5,1)	0	0	1	onaji
SUMSQ	=SUMSQ(A1:A5)	55	55	1	onaji
SUMSQ	=SUMSQ(B1:B5)	220	220	1	onaji
SUMSQ	=SUMSQ(A1:B5)	275	275	1	onaji
SUMSQ	=SUMSQ(A1:A5,B1:B5)	275	275	1	onaji
SUMSQ	=SUMSQ(A1:A5,2)	59	59	1	onaji
SUMSQ	=SUMSQ(A1:A5,2,3)	68	68	1	onaji
SUMSQ	=SUMSQ(A1:B5,2,FALSE)	279	279	1	onaji
SUMSQ	=SUMSQ(A1:A5,A1)	56	56	1	onaji
SUMSQ	=SUMSQ(A1:A5,1,B1:B5,1)	277	277	1	onaji
SUMSQ	=SUMSQ(A1:A5,B1:B5,1)	276	276	1	onaji
SUMX2MY2	=SUMX2MY2(A1:A5,B1:B5)	-165	-165	1	onaji
SUMX2PY2	=SUMX2PY2(A1:A5,B1:B5)	275	275	1	onaji
SUMXMY2	=SUMXMY2(A1:A5,B1:B5)	55	55	1	onaji
SWITCH	=SWITCH(A1:A5,1,B1:B5,1)	2	2	5	onaji
SYD	=SYD(A1:A5,1,B1:B5,1)	0	0	5	onaji
T.DIST	=T.DIST(A1:A5,2,3)	0.78867513459481287	0.78867513459481287	5	onaji
T.DIST	=T.DIST(A1:A5,B1:B5,1)	0.78867513459481287	0.78867513459481287	5	onaji
T.DIST.2T	=T.DIST.2T(A1:A5,B1:B5)	0.42264973081037416	0.42264973081037416	5	onaji
T.DIST.2T	=T.DIST.2T(A1:A5,2)	0.42264973081037416	0.42264973081037416	5	onaji
T.DIST.2T	=T.DIST.2T(A1:A5,A1)	0.50000000000000011	0.50000000000000011	5	onaji
T.DIST.RT	=T.DIST.RT(A1:A5,B1:B5)	0.21132486540518708	0.21132486540518708	5	onaji
T.DIST.RT	=T.DIST.RT(A1:A5,2)	0.21132486540518708	0.21132486540518708	5	onaji
T.DIST.RT	=T.DIST.RT(A1:A5,A1)	0.25000000000000006	0.25000000000000006	5	onaji
T.INV.2T	=T.INV.2T(A1:A5,B1:B5)	0	0	5	onaji
T.INV.2T	=T.INV.2T(A1:A5,2)	0	0	5	onaji
T.INV.2T	=T.INV.2T(A1:A5,A1)	0	0	5	onaji
TAN	=TAN(A1:A5)	1.5574077246549023	1.5574077246549023	5	onaji
TAN	=TAN(B1:B5)	-2.1850398632615189	-2.1850398632615189	5	onaji
