# ★古い 紙（2026-09-08）を 今の 道（Formula2）で 打ち直した★（67）（2026-09-21）
# ★元の 紙★ ... docs/measured/kansuu46 の tsv を ★全部★（自分で 作った 紙は 除く）
# ★★元の 紙は `.Formula`（むかしの みち＝溢れない）で 取られて います★★（kansuu46 の 道具 21本とも）
# ★★盤面★★ ... ★紙ごとに その 紙の `#材料` を 使います★（1つの 盤面では 打ちません）
#   ＝`golden-tana-12-13` は C1:C4=10,8,6,4 を 使う＝★1つの 盤面だと 偽の 違いが 出ます★
# ★置き場★ H列・行1 から 10行 おき
# ★どの Excel か★ ... 版 16.0 ／ build 20326
# ★どの 貝殻か★ ... PowerShell 5.1.26100.9278
#材料	A1	1
#材料	A2	2
#材料	A3	3
#材料	A4	4
#材料	A5	5
#材料	B1	2
#材料	B2	4
#材料	B3	6
#材料	B4	8
#材料	B5	10
#材料	D1	
#材料	D2	
# 紙	名前	式	昔の 答え	今の 道（Formula2・まだ 信じられない）	埋まった数	判じ
golden-346-2026-09-08.tsv	GCD	=GCD(A1:A5,2)	1	1	1	onaji
golden-346-2026-09-08.tsv	GCD	=GCD(A1:A5,2,3)	1	1	1	onaji
golden-346-2026-09-08.tsv	GCD	=GCD(A1:A5,A1)	1	1	1	onaji
golden-346-2026-09-08.tsv	GCD	=GCD(A1:A5,1,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	GCD	=GCD(A1:A5,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5)	2.6051710846973521	2.6051710846973521	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(B1:B5)	5.2103421693947043	5.2103421693947043	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:B5)	3.6842682802812221	3.6842682802812221	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5,B1:B5)	3.6842682802812221	3.6842682802812221	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5,2)	2.4928828716784346	2.4928828716784346	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5,2,3)	2.5597075924978667	2.5597075924978667	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5,A1)	2.220906154852325	2.220906154852325	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5,1,B1:B5,1)	2.9645540478684094	2.9645540478684094	1	onaji
golden-346-2026-09-08.tsv	GEOMEAN	=GEOMEAN(A1:A5,B1:B5,1)	3.2723878389310976	3.2723878389310976	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5)	2.18978102189781	2.18978102189781	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(B1:B5)	4.37956204379562	4.37956204379562	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:B5)	2.9197080291970803	2.9197080291970803	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5,B1:B5)	2.9197080291970807	2.9197080291970807	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5,2)	2.1556886227544911	2.1556886227544911	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5,2,3)	2.2459893048128339	2.2459893048128339	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5,A1)	1.8274111675126905	1.8274111675126905	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5,1,B1:B5,1)	2.2119815668202767	2.2119815668202767	1	onaji
golden-346-2026-09-08.tsv	HARMEAN	=HARMEAN(A1:A5,B1:B5,1)	2.485875706214689	2.485875706214689	1	onaji
golden-346-2026-09-08.tsv	HOUR	=HOUR(A1:A5)	0	0	5	onaji
golden-346-2026-09-08.tsv	HOUR	=HOUR(B1:B5)	0	0	5	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:B5)	1	1	10	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,B1:B5)	1	1	10	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,2)	1	1	10	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,2,3)	1	1	15	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:B5,2,FALSE)	1	1	15	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,A1)	1	1	10	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,"<3")	1	1	10	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,"<3",B1:B5)	1	1	15	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,1,B1:B5,1)	1	1	15	onaji
golden-346-2026-09-08.tsv	HSTACK	=HSTACK(A1:A5,B1:B5,1)	1	1	15	onaji
golden-346-2026-09-08.tsv	HYPERLINK	=HYPERLINK(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	HYPERLINK	=HYPERLINK(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	HYPERLINK	=HYPERLINK(A1:A5,B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	HYPERLINK	=HYPERLINK(A1:A5,2)	2	2	5	onaji
golden-346-2026-09-08.tsv	HYPERLINK	=HYPERLINK(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	HYPERLINK	=HYPERLINK(A1:A5,"<3")	<3	<3	5	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5)	120	120	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(B1:B5)	3840	3840	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:B5)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5,B1:B5)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5,2)	240	240	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5,2,3)	720	720	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5,A1)	120	120	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5,1,B1:B5,1)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	IMPRODUCT	=IMPRODUCT(A1:A5,B1:B5,1)	460800	460800	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5)	15	15	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(B1:B5)	30	30	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:B5)	45	45	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5,B1:B5)	45	45	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5,2)	17	17	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5,2,3)	20	20	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5,A1)	16	16	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5,1,B1:B5,1)	47	47	1	onaji
golden-346-2026-09-08.tsv	IMSUM	=IMSUM(A1:A5,B1:B5,1)	46	46	1	onaji
golden-346-2026-09-08.tsv	INT	=INT(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	INT	=INT(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	IPMT	=IPMT(A1:A5,1,B1:B5,1)	-1	-1	5	onaji
golden-346-2026-09-08.tsv	ISBLANK	=ISBLANK(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISBLANK	=ISBLANK(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISBLANK	=ISBLANK(A1:B5)	False	False	10	onaji
golden-346-2026-09-08.tsv	ISERR	=ISERR(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISERR	=ISERR(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISERR	=ISERR(A1:B5)	True	False	10	★chigau★
golden-346-2026-09-08.tsv	ISERROR	=ISERROR(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISERROR	=ISERROR(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISERROR	=ISERROR(A1:B5)	True	False	10	★chigau★
golden-346-2026-09-08.tsv	ISFORMULA	=ISFORMULA(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISFORMULA	=ISFORMULA(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISFORMULA	=ISFORMULA(A1:B5)	False	False	10	onaji
golden-346-2026-09-08.tsv	ISLOGICAL	=ISLOGICAL(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISLOGICAL	=ISLOGICAL(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISLOGICAL	=ISLOGICAL(A1:B5)	False	False	10	onaji
golden-346-2026-09-08.tsv	ISNA	=ISNA(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISNA	=ISNA(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISNA	=ISNA(A1:B5)	False	False	10	onaji
golden-346-2026-09-08.tsv	ISNONTEXT	=ISNONTEXT(A1:A5)	True	True	5	onaji
golden-346-2026-09-08.tsv	ISNONTEXT	=ISNONTEXT(B1:B5)	True	True	5	onaji
golden-346-2026-09-08.tsv	ISNONTEXT	=ISNONTEXT(A1:B5)	True	True	10	onaji
golden-346-2026-09-08.tsv	ISNUMBER	=ISNUMBER(A1:A5)	True	True	5	onaji
golden-346-2026-09-08.tsv	ISNUMBER	=ISNUMBER(B1:B5)	True	True	5	onaji
golden-346-2026-09-08.tsv	ISNUMBER	=ISNUMBER(A1:B5)	False	True	10	★chigau★
golden-346-2026-09-08.tsv	ISO.CEILING	=ISO.CEILING(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	ISO.CEILING	=ISO.CEILING(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	ISO.CEILING	=ISO.CEILING(A1:A5,B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	ISO.CEILING	=ISO.CEILING(A1:A5,2)	2	2	5	onaji
golden-346-2026-09-08.tsv	ISO.CEILING	=ISO.CEILING(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	ISOMITTED	=ISOMITTED(A1:A5)	False	False	1	onaji
golden-346-2026-09-08.tsv	ISOMITTED	=ISOMITTED(B1:B5)	False	False	1	onaji
golden-346-2026-09-08.tsv	ISOMITTED	=ISOMITTED(A1:B5)	False	False	1	onaji
golden-346-2026-09-08.tsv	ISOWEEKNUM	=ISOWEEKNUM(A1:A5)	52	52	5	onaji
golden-346-2026-09-08.tsv	ISOWEEKNUM	=ISOWEEKNUM(B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	ISPMT	=ISPMT(A1:A5,1,B1:B5,1)	-0.5	-0.5	5	onaji
golden-346-2026-09-08.tsv	ISREF	=ISREF(A1:A5)	True	True	1	onaji
golden-346-2026-09-08.tsv	ISREF	=ISREF(B1:B5)	True	True	1	onaji
golden-346-2026-09-08.tsv	ISREF	=ISREF(A1:B5)	True	True	1	onaji
golden-346-2026-09-08.tsv	ISTEXT	=ISTEXT(A1:A5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISTEXT	=ISTEXT(B1:B5)	False	False	5	onaji
golden-346-2026-09-08.tsv	ISTEXT	=ISTEXT(A1:B5)	False	False	10	onaji
golden-346-2026-09-08.tsv	LARGE	=LARGE(A1:A5,B1:B5)	4	4	5	onaji
golden-346-2026-09-08.tsv	LARGE	=LARGE(A1:A5,2)	4	4	1	onaji
golden-346-2026-09-08.tsv	LARGE	=LARGE(A1:A5,A1)	5	5	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5)	60	60	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(B1:B5)	120	120	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:B5)	120	120	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5,B1:B5)	120	120	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5,2)	60	60	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5,2,3)	60	60	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5,A1)	60	60	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5,1,B1:B5,1)	120	120	1	onaji
golden-346-2026-09-08.tsv	LCM	=LCM(A1:A5,B1:B5,1)	120	120	1	onaji
golden-346-2026-09-08.tsv	LEFT	=LEFT(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	LEFT	=LEFT(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	LEFT	=LEFT(A1:A5,B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	LEFT	=LEFT(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	LEFT	=LEFT(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	LINEST	=LINEST(A1:A5)	0.99999999999999989	0.99999999999999989	2	onaji
golden-346-2026-09-08.tsv	LINEST	=LINEST(B1:B5)	1.9999999999999998	1.9999999999999998	2	onaji
golden-346-2026-09-08.tsv	LINEST	=LINEST(A1:B5)	0.81818181818181823	0.81818181818181823	2	onaji
golden-346-2026-09-08.tsv	LINEST	=LINEST(A1:A5,B1:B5)	0.49999999999999994	0.49999999999999994	2	onaji
golden-346-2026-09-08.tsv	LINEST	=LINEST(A1:A5,B1:B5,1)	0.49999999999999994	0.49999999999999994	2	onaji
golden-346-2026-09-08.tsv	LN	=LN(A1:A5)	0	0	5	onaji
golden-346-2026-09-08.tsv	LN	=LN(B1:B5)	0.69314718055994529	0.69314718055994529	5	onaji
golden-346-2026-09-08.tsv	LOG	=LOG(A1:A5)	0	0	5	onaji
golden-346-2026-09-08.tsv	LOG	=LOG(B1:B5)	0.3010299956639812	0.3010299956639812	5	onaji
golden-346-2026-09-08.tsv	LOG	=LOG(A1:A5,B1:B5)	0	0	5	onaji
golden-346-2026-09-08.tsv	LOG	=LOG(A1:A5,2)	0	0	5	onaji
golden-346-2026-09-08.tsv	LOGNORM.DIST	=LOGNORM.DIST(A1:A5,1,B1:B5,1)	0.30853753872598688	0.30853753872598688	5	onaji
golden-346-2026-09-08.tsv	LOGNORMDIST	=LOGNORMDIST(A1:A5,2,3)	0.25249253754692291	0.25249253754692291	5	onaji
golden-346-2026-09-08.tsv	LOGNORMDIST	=LOGNORMDIST(A1:A5,B1:B5,1)	0.022750131948179191	0.022750131948179191	5	onaji
golden-346-2026-09-08.tsv	LOWER	=LOWER(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	LOWER	=LOWER(B1:B5)	2	2	5	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5)	5	5	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(B1:B5)	10	10	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:B5)	10	10	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5,B1:B5)	10	10	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5,2)	5	5	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5,2,3)	5	5	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:B5,2,FALSE)	10	10	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5,A1)	5	5	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5,1,B1:B5,1)	10	10	1	onaji
golden-346-2026-09-08.tsv	MAXA	=MAXA(A1:A5,B1:B5,1)	10	10	1	onaji
golden-346-2026-09-08.tsv	MAXIFS	=MAXIFS(A1:A5,B1:B5,1)	0	0	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5)	3	3	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(B1:B5)	6	6	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:B5)	4	4	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5,B1:B5)	4	4	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5,2)	2.5	2.5	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5,2,3)	3	3	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:B5,2,FALSE)	3.5	3.5	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5,A1)	2.5	2.5	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5,1,B1:B5,1)	3.5	3.5	1	onaji
golden-346-2026-09-08.tsv	MEDIAN	=MEDIAN(A1:A5,B1:B5,1)	4	4	1	onaji
golden-346-2026-09-08.tsv	MID	=MID(A1:A5,2,3)			5	onaji
golden-346-2026-09-08.tsv	MID	=MID(A1:A5,B1:B5,1)			5	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(B1:B5)	2	2	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5,B1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5,2)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5,2,3)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:B5,2,FALSE)	0	0	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5,A1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5,1,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MIN	=MIN(A1:A5,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(B1:B5)	2	2	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5,B1:B5)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5,2)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5,2,3)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:B5,2,FALSE)	0	0	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5,A1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5,1,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINA	=MINA(A1:A5,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MINIFS	=MINIFS(A1:A5,B1:B5,1)	0	0	1	onaji
golden-346-2026-09-08.tsv	MINUTE	=MINUTE(A1:A5)	0	0	5	onaji
golden-346-2026-09-08.tsv	MINUTE	=MINUTE(B1:B5)	0	0	5	onaji
golden-346-2026-09-08.tsv	MMULT	=MMULT(A1:A5,2)	2	2	5	onaji
golden-346-2026-09-08.tsv	MMULT	=MMULT(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:B5)	2	2	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,B1:B5)	2	2	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,2)	2	2	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,2,3)	2	2	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:B5,2,FALSE)	2	2	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,A1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,"<3",B1:B5)	2	2	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,1,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MODE.SNGL	=MODE.SNGL(A1:A5,B1:B5,1)	1	1	1	onaji
golden-346-2026-09-08.tsv	MONTH	=MONTH(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	MONTH	=MONTH(B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5)	37837799.999999955	37837799.999999955	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(B1:B5)	52456919678162984	52456919678162984	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:B5)	6.8451163929481654E+35	6.8451163929481654E+35	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5,B1:B5)	6.8451163929481654E+35	6.8451163929481654E+35	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5,2)	5145940800	5145940800	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5,2,3)	5866372512000.0127	5866372512000.0127	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5,A1)	605404800.00000167	605404800.00000167	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5,1,B1:B5,1)	1.479914164155413E+39	1.479914164155413E+39	1	onaji
golden-346-2026-09-08.tsv	MULTINOMIAL	=MULTINOMIAL(A1:A5,B1:B5,1)	3.1487535407561842E+37	3.1487535407561842E+37	1	onaji
golden-346-2026-09-08.tsv	NORM.DIST	=NORM.DIST(A1:A5,1,B1:B5,1)	0.5	0.5	5	onaji
golden-346-2026-09-08.tsv	NORM.S.DIST	=NORM.S.DIST(A1:A5,B1:B5)	0.841344746068543	0.841344746068543	5	onaji
golden-346-2026-09-08.tsv	NORM.S.DIST	=NORM.S.DIST(A1:A5,2)	0.841344746068543	0.841344746068543	5	onaji
golden-346-2026-09-08.tsv	NORM.S.DIST	=NORM.S.DIST(A1:A5,A1)	0.841344746068543	0.841344746068543	5	onaji
golden-346-2026-09-08.tsv	NORMDIST	=NORMDIST(A1:A5,1,B1:B5,1)	0.5	0.5	5	onaji
golden-346-2026-09-08.tsv	NORMSDIST	=NORMSDIST(A1:A5)	0.841344746068543	0.841344746068543	5	onaji
golden-346-2026-09-08.tsv	NORMSDIST	=NORMSDIST(B1:B5)	0.97724986805182079	0.97724986805182079	5	onaji
golden-346-2026-09-08.tsv	NPER	=NPER(A1:A5,2,3)	-1.3219280948873622	-1.3219280948873622	5	onaji
golden-346-2026-09-08.tsv	NPER	=NPER(A1:A5,B1:B5,1)	-0.5849625007211563	-0.5849625007211563	5	onaji
golden-346-2026-09-08.tsv	NPV	=NPV(A1:A5,B1:B5)	3.5625	3.5625	5	onaji
golden-346-2026-09-08.tsv	NPV	=NPV(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	NPV	=NPV(A1:A5,2,3)	1.75	1.75	5	onaji
golden-346-2026-09-08.tsv	NPV	=NPV(A1:A5,A1)	0.5	0.5	5	onaji
golden-346-2026-09-08.tsv	NPV	=NPV(A1:A5,1,B1:B5,1)	2.2890625	2.2890625	5	onaji
golden-346-2026-09-08.tsv	NPV	=NPV(A1:A5,B1:B5,1)	3.578125	3.578125	5	onaji
golden-346-2026-09-08.tsv	ODD	=ODD(A1:A5)	1	1	5	onaji
golden-346-2026-09-08.tsv	ODD	=ODD(B1:B5)	3	3	5	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(B1:B5)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:B5)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,B1:B5)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,2)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,2,3)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:B5,2,FALSE)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,A1)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,"<3")	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,"<3",B1:B5)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,1,B1:B5,1)	True	True	1	onaji
golden-346-2026-09-08.tsv	OR	=OR(A1:A5,B1:B5,1)	True	True	1	onaji
golden-346-2026-09-08.tsv	PDURATION	=PDURATION(A1:A5,2,3)	0.58496250072115641	0.58496250072115641	5	onaji
golden-346-2026-09-08.tsv	PDURATION	=PDURATION(A1:A5,B1:B5,1)	-1	-1	5	onaji
golden-346-2026-09-08.tsv	PEARSON	=PEARSON(A1:A5,B1:B5)	0.99999999999999978	0.99999999999999978	1	onaji
golden-346-2026-09-08.tsv	PERCENTILE.INC	=PERCENTILE.INC(A1:A5,A1)	5	5	1	onaji
golden-346-2026-09-08.tsv	PHI	=PHI(A1:A5)	0.24197072451914337	0.24197072451914337	5	onaji
golden-346-2026-09-08.tsv	PHI	=PHI(B1:B5)	0.053990966513188063	0.053990966513188063	5	onaji
golden-346-2026-09-08.tsv	PMT	=PMT(A1:A5,2,3)	-4	-4	5	onaji
golden-346-2026-09-08.tsv	PMT	=PMT(A1:A5,1,B1:B5,1)	-5	-5	5	onaji
golden-346-2026-09-08.tsv	PMT	=PMT(A1:A5,B1:B5,1)	-1.3333333333333333	-1.3333333333333333	5	onaji
golden-346-2026-09-08.tsv	POISSON	=POISSON(A1:A5,2,3)	0.40600584970983811	0.40600584970983811	5	onaji
golden-346-2026-09-08.tsv	POISSON	=POISSON(A1:A5,B1:B5,1)	0.40600584970983811	0.40600584970983811	5	onaji
golden-346-2026-09-08.tsv	POISSON.DIST	=POISSON.DIST(A1:A5,2,3)	0.40600584970983811	0.40600584970983811	5	onaji
golden-346-2026-09-08.tsv	POISSON.DIST	=POISSON.DIST(A1:A5,B1:B5,1)	0.40600584970983811	0.40600584970983811	5	onaji
golden-346-2026-09-08.tsv	POWER	=POWER(A1:A5,B1:B5)	1	1	5	onaji
golden-346-2026-09-08.tsv	POWER	=POWER(A1:A5,2)	1	1	5	onaji
golden-346-2026-09-08.tsv	POWER	=POWER(A1:A5,A1)	1	1	5	onaji
golden-346-2026-09-08.tsv	PPMT	=PPMT(A1:A5,1,B1:B5,1)	-0.33333333333333331	-0.33333333333333331	5	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(A1:A5)	120	120	1	onaji
golden-346-2026-09-08.tsv	PRODUCT	=PRODUCT(B1:B5)	3840	3840	1	onaji
