# ★答えを 1度も 確かめていない 関数を 実Excel に 聞いた★
# 取った 日 … 2026-09-08 ／ ★司さん「答え確かめて」★
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326
# ★やり方★ 引数の 形を 53 通り 用意し、★実Excel が 誤りに しなかった 形を 全部★ 採る
#   ⇒★人が 決めるのは 形の 候補だけ／どれが 正しいかは 実Excel が 決める★
#   ⇒★1本だけだと『当たり前の 答え』で 通ってしまう★ので ★当たった 形は 全部 残す★
# ★材料★ A1:A5=1..5 ／ B1:B5=2,4,6,8,10 ／ D1=2024/1/1 ／ D2=2026/1/1
# ★数★ 関数 346個 ／ 呼び方が 見つかった 316 個 ／ 見つからない 30 個 ／ 式 3599 本
# ★呼び方が 見つからない★ … 
# ★呼び方が 見つからない★ … BINOM.DIST BINOM.DIST.RANGE BINOM.INV BINOMDIST CRITBINOM CUMIPMT CUMPRINC DAVERAGE DCOUNTA DGET DMAX DMIN DPRODUCT DSTDEV DSTDEVP DVAR DVARP HLOOKUP MAKEARRAY MAP MIRR NEGBINOM.DIST NEGBINOMDIST PERCENTILE.EXC RATE REDUCE SCAN T.TEST TTEST XIRR
# 関数	式	実Excel の 答え	型
CHISQ.DIST.RT	=CHISQ.DIST.RT(2,TRUE)	0.15729920705028513	Double
CHISQ.DIST.RT	=CHISQ.DIST.RT(2.5,1)	0.11384629800665802	Double
CHISQ.INV	=CHISQ.INV(0.5,1)	0.45493642311957289	Double
CHISQ.INV.RT	=CHISQ.INV.RT(0.5,1)	0.45493642311957289	Double
CHISQ.INV.RT	=CHISQ.INV.RT(A1:A5,B1:B5)	0	Double
CHISQ.INV.RT	=CHISQ.INV.RT(A1:A5,2)	0	Double
CHISQ.INV.RT	=CHISQ.INV.RT(A1:A5,A1)	0	Double
CHISQ.TEST	=CHISQ.TEST(A1:A5,B1:B5)	0.11170929281604326	Double
CHITEST	=CHITEST(A1:A5,B1:B5)	0.11170929281604326	Double
CLEAN	=CLEAN(A1)	1	String
CLEAN	=CLEAN(A2)	2	String
CLEAN	=CLEAN(A1:A5)	1	String
CLEAN	=CLEAN(B1:B5)	2	String
CLEAN	=CLEAN(2)	2	String
CLEAN	=CLEAN(0.5)	0.5	String
CLEAN	=CLEAN("あ")	あ	String
CLEAN	=CLEAN("IV")	IV	String
CLEAN	=CLEAN("MMXXIV")	MMXXIV	String
CLEAN	=CLEAN("2024-01-15")	2024-01-15	String
CLEAN	=CLEAN("12:30")	12:30	String
CLEAN	=CLEAN(D1)	45292	String
CLEAN	=CLEAN(TRUE)	TRUE	String
CLEAN	=CLEAN(FALSE)	FALSE	String
CLEAN	=CLEAN(-2)	-2	String
CODE	=CODE(A1)	49	Double
CODE	=CODE(A2)	50	Double
CODE	=CODE(A1:A5)	49	Double
CODE	=CODE(B1:B5)	50	Double
CODE	=CODE(2)	50	Double
CODE	=CODE(0.5)	48	Double
CODE	=CODE("あ")	9250	Double
CODE	=CODE("IV")	73	Double
CODE	=CODE("MMXXIV")	77	Double
CODE	=CODE("2024-01-15")	50	Double
CODE	=CODE("12:30")	49	Double
CODE	=CODE(D1)	52	Double
CODE	=CODE(TRUE)	84	Double
CODE	=CODE(FALSE)	70	Double
CODE	=CODE(-2)	45	Double
COLUMN	=COLUMN()	8	Double
COLUMN	=COLUMN(A1)	1	Double
COLUMN	=COLUMN(A2)	1	Double
COLUMN	=COLUMN(A1:A5)	1	Double
COLUMN	=COLUMN(B1:B5)	2	Double
COLUMN	=COLUMN(A1:B5)	1	Double
COLUMN	=COLUMN(D1)	4	Double
COMBIN	=COMBIN("101",2)	5050	Double
COMBIN	=COMBIN(A1:A5,A1)	1	Double
COMBIN	=COMBIN(D1,2)	1025659986	Double
COMBIN	=COMBIN(2,TRUE)	2	Double
COMBIN	=COMBIN(2.5,1)	2	Double
COMBINA	=COMBINA(2,3)	4	Double
COMBINA	=COMBINA("101",2)	5151	Double
COMBINA	=COMBINA(A1:A5,B1:B5)	1	Double
COMBINA	=COMBINA(A1:A5,2)	1	Double
COMBINA	=COMBINA(A1:A5,A1)	1	Double
COMBINA	=COMBINA(D1,2)	1025705278	Double
COMBINA	=COMBINA(2,TRUE)	2	Double
COMBINA	=COMBINA(2.5,1)	2	Double
COMPLEX	=COMPLEX(2,3)	2+3i	String
COMPLEX	=COMPLEX(0.5,1)	0.5+i	String
COMPLEX	=COMPLEX("101",2)	101+2i	String
COMPLEX	=COMPLEX(D1,D2)	45292+46023i	String
COMPLEX	=COMPLEX(D1,2)	45292+2i	String
COMPLEX	=COMPLEX(2.5,1)	2.5+i	String
CONFIDENCE	=CONFIDENCE(0.5,1,2)	0.47693627620447	Double
CONFIDENCE.NORM	=CONFIDENCE.NORM(0.5,1,2)	0.47693627620447	Double
CONFIDENCE.T	=CONFIDENCE.T(0.5,1,2)	0.70710678118654746	Double
CORREL	=CORREL(A1:A5,B1:B5)	0.99999999999999978	Double
COS	=COS(A1)	0.54030230586813977	Double
COS	=COS(A2)	-0.41614683654714241	Double
COS	=COS(A1:A5)	0.54030230586813977	Double
COS	=COS(B1:B5)	-0.41614683654714241	Double
COS	=COS(2)	-0.41614683654714241	Double
COS	=COS(0.5)	0.87758256189037276	Double
COS	=COS("2024-01-15")	-0.46040710389921224	Double
COS	=COS("12:30")	0.86740481161795124	Double
COS	=COS(D1)	-0.94232475256932169	Double
COS	=COS(TRUE)	0.54030230586813977	Double
COS	=COS(FALSE)	1	Double
COS	=COS(-2)	-0.41614683654714241	Double
COSH	=COSH(A1)	1.5430806348152437	Double
COSH	=COSH(A2)	3.7621956910836314	Double
COSH	=COSH(A1:A5)	1.5430806348152437	Double
COSH	=COSH(B1:B5)	3.7621956910836314	Double
COSH	=COSH(2)	3.7621956910836314	Double
COSH	=COSH(0.5)	1.1276259652063807	Double
COSH	=COSH("12:30")	1.1387276220801243	Double
COSH	=COSH(TRUE)	1.5430806348152437	Double
COSH	=COSH(FALSE)	1	Double
COSH	=COSH(-2)	3.7621956910836314	Double
COT	=COT(A1)	0.64209261593433065	Double
COT	=COT(A2)	-0.45765755436028577	Double
COT	=COT(A1:A5)	0.64209261593433065	Double
COT	=COT(B1:B5)	-0.45765755436028577	Double
COT	=COT(2)	-0.45765755436028577	Double
COT	=COT(0.5)	1.830487721712452	Double
COT	=COT("2024-01-15")	0.51864707847932123	Double
COT	=COT("12:30")	1.7431658447300069	Double
COT	=COT(D1)	-2.8154313588963582	Double
COT	=COT(TRUE)	0.64209261593433065	Double
COT	=COT(-2)	0.45765755436028577	Double
COTH	=COTH(A1)	1.3130352854993315	Double
COTH	=COTH(A2)	1.0373147207275479	Double
COTH	=COTH(A1:A5)	1.3130352854993315	Double
COTH	=COTH(B1:B5)	1.0373147207275479	Double
COTH	=COTH(2)	1.0373147207275479	Double
COTH	=COTH(0.5)	2.1639534137386529	Double
COTH	=COTH("2024-01-15")	1	Double
COTH	=COTH("12:30")	2.090550414215107	Double
COTH	=COTH(D1)	1	Double
COTH	=COTH(TRUE)	1.3130352854993315	Double
COTH	=COTH(-2)	-1.0373147207275479	Double
COUNTBLANK	=COUNTBLANK(A1)	0	Double
COUNTBLANK	=COUNTBLANK(A2)	0	Double
COUNTBLANK	=COUNTBLANK(A1:A5)	0	Double
COUNTBLANK	=COUNTBLANK(B1:B5)	0	Double
COUNTBLANK	=COUNTBLANK(A1:B5)	0	Double
COUNTBLANK	=COUNTBLANK(D1)	0	Double
COUNTIFS	=COUNTIFS(A1:A5,B1:B5)	1	Double
COUNTIFS	=COUNTIFS(A1:A5,2)	1	Double
COUNTIFS	=COUNTIFS(A1:A5,A1)	1	Double
COUNTIFS	=COUNTIFS(A1:A5,"<3")	2	Double
COUNTIFS	=COUNTIFS(A1:A5,1,B1:B5,1)	0	Double
COUNTIFS	=COUNTIFS(D1,D2)	0	Double
COUNTIFS	=COUNTIFS(D1,2)	0	Double
COVAR	=COVAR(2,3)	0	Double
COVAR	=COVAR(0.5,1)	0	Double
COVAR	=COVAR(A1:A5,B1:B5)	4	Double
COVAR	=COVAR(D1,D2)	0	Double
COVAR	=COVAR(D1,2)	0	Double
COVAR	=COVAR(2.5,1)	0	Double
COVARIANCE.P	=COVARIANCE.P(2,3)	0	Double
COVARIANCE.P	=COVARIANCE.P(0.5,1)	0	Double
COVARIANCE.P	=COVARIANCE.P(A1:A5,B1:B5)	4	Double
COVARIANCE.P	=COVARIANCE.P(D1,D2)	0	Double
COVARIANCE.P	=COVARIANCE.P(D1,2)	0	Double
COVARIANCE.P	=COVARIANCE.P(2.5,1)	0	Double
COVARIANCE.S	=COVARIANCE.S(A1:A5,B1:B5)	5	Double
CSC	=CSC(A1)	1.1883951057781212	Double
CSC	=CSC(A2)	1.0997501702946164	Double
CSC	=CSC(A1:A5)	1.1883951057781212	Double
CSC	=CSC(B1:B5)	1.0997501702946164	Double
CSC	=CSC(2)	1.0997501702946164	Double
CSC	=CSC(0.5)	2.0858296429334882	Double
CSC	=CSC("2024-01-15")	-1.1264966897488582	Double
CSC	=CSC("12:30")	2.0096335890488293	Double
CSC	=CSC(D1)	2.9877506148701563	Double
CSC	=CSC(TRUE)	1.1883951057781212	Double
CSC	=CSC(-2)	-1.0997501702946164	Double
CSCH	=CSCH(A1)	0.85091812823932156	Double
CSCH	=CSCH(A2)	0.27572056477178319	Double
CSCH	=CSCH(A1:A5)	0.85091812823932156	Double
CSCH	=CSCH(B1:B5)	0.27572056477178319	Double
CSCH	=CSCH(2)	0.27572056477178319	Double
CSCH	=CSCH(0.5)	1.9190347513349437	Double
CSCH	=CSCH("2024-01-15")	0	Double
CSCH	=CSCH("12:30")	1.8358652004912988	Double
CSCH	=CSCH(D1)	0	Double
CSCH	=CSCH(TRUE)	0.85091812823932156	Double
CSCH	=CSCH(-2)	-0.27572056477178319	Double
DAYS	=DAYS(2,3)	-1	Double
DAYS	=DAYS(0.5,1)	-1	Double
DAYS	=DAYS("101",2)	99	Double
DAYS	=DAYS(A1:A5,B1:B5)	-1	Double
DAYS	=DAYS(A1:A5,2)	-1	Double
DAYS	=DAYS(A1:A5,A1)	0	Double
DAYS	=DAYS(D1,D2)	-731	Double
DAYS	=DAYS(D1,2)	45290	Double
DAYS	=DAYS(2,TRUE)	1	Double
DAYS	=DAYS(2.5,1)	1	Double
DAYS360	=DAYS360(2,3)	1	Double
DAYS360	=DAYS360(2,3,4)	1	Double
DAYS360	=DAYS360(0.5,1)	1	Double
DAYS360	=DAYS360(0.5,1,2)	1	Double
DAYS360	=DAYS360("101",2)	-98	Double
DAYS360	=DAYS360(A1:A5,B1:B5)	1	Double
DAYS360	=DAYS360(A1:A5,2)	1	Double
DAYS360	=DAYS360(A1:A5,2,3)	1	Double
DAYS360	=DAYS360(A1:A5,A1)	0	Double
DAYS360	=DAYS360(D1,D2)	720	Double
DAYS360	=DAYS360(D1,2)	-44639	Double
DAYS360	=DAYS360(D1,D2,1)	720	Double
DAYS360	=DAYS360(D1,D2,0)	720	Double
DAYS360	=DAYS360(2,TRUE)	-1	Double
DAYS360	=DAYS360(2,3,TRUE)	1	Double
DAYS360	=DAYS360(A1:A5,B1:B5,1)	1	Double
DAYS360	=DAYS360(2.5,1)	-1	Double
DB	=DB(1,2,3,4,5)	-0.26687115000000006	Double
DB	=DB(0.5,1,2,3,4)	-0.22206021599999995	Double
DB	=DB(A1:A5,1,B1:B5,1)	0	Double
DB	=DB(D1,D2,0.05,0.1,2)	-2845.8473333333332	Double
DB	=DB(2,3,4,5,6)	-0.15291890526115354	Double
DDB	=DDB(A1:A5,1,B1:B5,1)	0	Double
DEC2BIN	=DEC2BIN(A1)	1	String
DEC2BIN	=DEC2BIN(A2)	10	String
DEC2BIN	=DEC2BIN(2)	10	String
DEC2BIN	=DEC2BIN(2,3)	010	String
DEC2BIN	=DEC2BIN(0.5)	0	String
DEC2BIN	=DEC2BIN(0.5,1)	0	String
DEC2BIN	=DEC2BIN("12:30")	0	String
DEC2BIN	=DEC2BIN(-2)	1111111110	String
DEC2HEX	=DEC2HEX(A1)	1	String
DEC2HEX	=DEC2HEX(A2)	2	String
DEC2HEX	=DEC2HEX(2)	2	String
DEC2HEX	=DEC2HEX(2,3)	002	String
DEC2HEX	=DEC2HEX(0.5)	0	String
DEC2HEX	=DEC2HEX(0.5,1)	0	String
DEC2HEX	=DEC2HEX("2024-01-15")	B0FA	String
DEC2HEX	=DEC2HEX("12:30")	0	String
DEC2HEX	=DEC2HEX("101",2)	65	String
DEC2HEX	=DEC2HEX(D1)	B0EC	String
DEC2HEX	=DEC2HEX(-2)	FFFFFFFFFE	String
DEC2HEX	=DEC2HEX(2.5,1)	2	String
DEC2OCT	=DEC2OCT(A1)	1	String
DEC2OCT	=DEC2OCT(A2)	2	String
DEC2OCT	=DEC2OCT(2)	2	String
DEC2OCT	=DEC2OCT(2,3)	002	String
DEC2OCT	=DEC2OCT(0.5)	0	String
DEC2OCT	=DEC2OCT(0.5,1)	0	String
DEC2OCT	=DEC2OCT("2024-01-15")	130372	String
DEC2OCT	=DEC2OCT("12:30")	0	String
DEC2OCT	=DEC2OCT(D1)	130354	String
DEC2OCT	=DEC2OCT(-2)	7777777776	String
DEC2OCT	=DEC2OCT(2.5,1)	2	String
DECIMAL	=DECIMAL(2,3)	2	Double
DECIMAL	=DECIMAL("101",2)	5	Double
DECIMAL	=DECIMAL(A1:A5,B1:B5)	1	Double
DECIMAL	=DECIMAL(A1:A5,2)	1	Double
DEGREES	=DEGREES(A1)	57.295779513082323	Double
DEGREES	=DEGREES(A2)	114.59155902616465	Double
DEGREES	=DEGREES(A1:A5)	57.295779513082323	Double
DEGREES	=DEGREES(B1:B5)	114.59155902616465	Double
DEGREES	=DEGREES(2)	114.59155902616465	Double
DEGREES	=DEGREES(0.5)	28.647889756541161	Double
DEGREES	=DEGREES("2024-01-15")	2595842.5866197078	Double
DEGREES	=DEGREES("12:30")	29.841551829730378	Double
DEGREES	=DEGREES(D1)	2595040.4457065244	Double
DEGREES	=DEGREES(TRUE)	57.295779513082323	Double
DEGREES	=DEGREES(FALSE)	0	Double
DEGREES	=DEGREES(-2)	-114.59155902616465	Double
DELTA	=DELTA(A1)	0	Double
DELTA	=DELTA(A2)	0	Double
DELTA	=DELTA(2)	0	Double
DELTA	=DELTA(2,3)	0	Double
DELTA	=DELTA(0.5)	0	Double
DELTA	=DELTA(0.5,1)	0	Double
DELTA	=DELTA("2024-01-15")	0	Double
DELTA	=DELTA("12:30")	0	Double
DELTA	=DELTA("101",2)	0	Double
DELTA	=DELTA(D1)	0	Double
DELTA	=DELTA(D1,D2)	0	Double
DELTA	=DELTA(D1,2)	0	Double
DELTA	=DELTA(-2)	0	Double
DELTA	=DELTA(2.5,1)	0	Double
DEVSQ	=DEVSQ(A1)	0	Double
DEVSQ	=DEVSQ(A2)	0	Double
DEVSQ	=DEVSQ(A1:A5)	10	Double
DEVSQ	=DEVSQ(B1:B5)	40	Double
DEVSQ	=DEVSQ(A1:B5)	72.5	Double
DEVSQ	=DEVSQ(2)	0	Double
DEVSQ	=DEVSQ(2,3)	0.5	Double
DEVSQ	=DEVSQ(2,3,4)	2	Double
DEVSQ	=DEVSQ(2,3,4,5)	5	Double
DEVSQ	=DEVSQ(1,2,3,4,5)	10	Double
DEVSQ	=DEVSQ(1,2,3,4,5,6)	17.5	Double
DEVSQ	=DEVSQ(1,2,3,4,5,6,7)	28	Double
DEVSQ	=DEVSQ(0.5)	0	Double
DEVSQ	=DEVSQ(0.5,1)	0.125	Double
DEVSQ	=DEVSQ(0.5,1,2)	1.1666666666666665	Double
DEVSQ	=DEVSQ(0.5,1,2,3)	3.6875	Double
DEVSQ	=DEVSQ(0.5,1,2,3,4)	8.2000000000000011	Double
DEVSQ	=DEVSQ("2024-01-15")	0	Double
DEVSQ	=DEVSQ("12:30")	0	Double
DEVSQ	=DEVSQ("101",2)	4900.5	Double
DEVSQ	=DEVSQ(A1:A5,B1:B5)	72.5	Double
DEVSQ	=DEVSQ(A1:A5,2)	10.833333333333334	Double
DEVSQ	=DEVSQ(A1:A5,2,3)	10.857142857142856	Double
DEVSQ	=DEVSQ(A1:B5,2,FALSE)	94.916666666666671	Double
DEVSQ	=DEVSQ(A1:A5,A1)	13.333333333333334	Double
DEVSQ	=DEVSQ(A1:A5,1,B1:B5,1)	92.916666666666671	Double
DEVSQ	=DEVSQ(D1)	0	Double
DEVSQ	=DEVSQ(D1,D2)	267180.5	Double
DEVSQ	=DEVSQ(D1,2)	1025592050	Double
DEVSQ	=DEVSQ(D1,D2,1)	1389944508.6666665	Double
DEVSQ	=DEVSQ(D1,D2,0)	1390005384.6666665	Double
DEVSQ	=DEVSQ(D1,D2,0.05,0.1,100,2,0)	2975621037.8521423	Double
DEVSQ	=DEVSQ(D1,D2,0.05,0.1,2)	2501717420.188	Double
DEVSQ	=DEVSQ(D1,D2,0.05,100,2)	2498076390.862	Double
DEVSQ	=DEVSQ(TRUE)	0	Double
DEVSQ	=DEVSQ(FALSE)	0	Double
DEVSQ	=DEVSQ(2,TRUE)	0.5	Double
DEVSQ	=DEVSQ(2,3,TRUE)	2	Double
DEVSQ	=DEVSQ(A1:A5,B1:B5,1)	83.636363636363626	Double
DEVSQ	=DEVSQ(2,3,4,5,6)	10	Double
DEVSQ	=DEVSQ(-2)	0	Double
DEVSQ	=DEVSQ(2.5,1)	1.125	Double
DOLLARDE	=DOLLARDE(2,3)	2	Double
DOLLARDE	=DOLLARDE(0.5,1)	0.5	Double
DOLLARDE	=DOLLARDE("101",2)	101	Double
DOLLARDE	=DOLLARDE(D1,D2)	45292	Double
DOLLARDE	=DOLLARDE(D1,2)	45292	Double
DOLLARDE	=DOLLARDE(2.5,1)	2.5	Double
DOLLARFR	=DOLLARFR(2,3)	2	Double
DOLLARFR	=DOLLARFR(0.5,1)	0.5	Double
DOLLARFR	=DOLLARFR("101",2)	101	Double
DOLLARFR	=DOLLARFR(D1,D2)	45292	Double
DOLLARFR	=DOLLARFR(D1,2)	45292	Double
DOLLARFR	=DOLLARFR(2.5,1)	2.5	Double
EDATE	=EDATE(2,3)	93	Double
EDATE	=EDATE(0.5,1)	31	Double
EDATE	=EDATE("101",2)	162	Double
EDATE	=EDATE(D1,D2)	1446087	Double
EDATE	=EDATE(D1,2)	45352	Double
EDATE	=EDATE(2.5,1)	33	Double
EFFECT	=EFFECT(2,3)	3.629629629629628	Double
EFFECT	=EFFECT(0.5,1)	0.5	Double
EFFECT	=EFFECT("101",2)	2651.25	Double
EFFECT	=EFFECT(D1,2)	512886608	Double
EFFECT	=EFFECT(2.5,1)	2.5	Double
ERF	=ERF(A1)	0.84270079294971489	Double
ERF	=ERF(A2)	0.99532226501895271	Double
ERF	=ERF(2)	0.99532226501895271	Double
ERF	=ERF(2,3)	0.0046556444840486488	Double
ERF	=ERF(0.5)	0.52049987781304652	Double
ERF	=ERF(0.5,1)	0.32220091513666838	Double
ERF	=ERF("2024-01-15")	1	Double
ERF	=ERF("12:30")	0.53861585033454173	Double
ERF	=ERF("101",2)	-0.0046777349810472879	Double
ERF	=ERF(D1)	1	Double
ERF	=ERF(D1,D2)	0	Double
ERF	=ERF(D1,2)	-0.0046777349810472879	Double
ERF	=ERF(-2)	-0.99532226501895271	Double
ERF	=ERF(2.5,1)	-0.1568922550328401	Double
ERFC	=ERFC(A1)	0.15729920705028513	Double
ERFC	=ERFC(A2)	0.0046777349810472645	Double
ERFC	=ERFC(2)	0.0046777349810472645	Double
ERFC	=ERFC(0.5)	0.47950012218695348	Double
ERFC	=ERFC("2024-01-15")	0	Double
ERFC	=ERFC("12:30")	0.46138414966545821	Double
ERFC	=ERFC(D1)	0	Double
ERFC	=ERFC(-2)	1.9953222650189528	Double
EVEN	=EVEN(A1)	2	Double
EVEN	=EVEN(A2)	2	Double
EVEN	=EVEN(A1:A5)	2	Double
EVEN	=EVEN(B1:B5)	2	Double
EVEN	=EVEN(2)	2	Double
EVEN	=EVEN(0.5)	2	Double
EVEN	=EVEN("2024-01-15")	45306	Double
EVEN	=EVEN("12:30")	2	Double
EVEN	=EVEN(D1)	45292	Double
EVEN	=EVEN(TRUE)	2	Double
EVEN	=EVEN(FALSE)	0	Double
EVEN	=EVEN(-2)	-2	Double
EXACT	=EXACT(2,3)	False	Boolean
EXACT	=EXACT(0.5,1)	False	Boolean
EXACT	=EXACT("あ","い")	False	Boolean
EXACT	=EXACT("あ",1)	False	Boolean
EXACT	=EXACT("あいう",2)	False	Boolean
EXACT	=EXACT("101",2)	False	Boolean
EXACT	=EXACT(A1:A5,B1:B5)	False	Boolean
EXACT	=EXACT(A1:A5,2)	False	Boolean
EXACT	=EXACT(A1:A5,A1)	True	Boolean
EXACT	=EXACT(A1:A5,"<3")	False	Boolean
EXACT	=EXACT(D1,D2)	False	Boolean
EXACT	=EXACT(D1,2)	False	Boolean
EXACT	=EXACT(2,TRUE)	False	Boolean
EXACT	=EXACT(2.5,1)	False	Boolean
EXP	=EXP(A1)	2.7182818284590451	Double
EXP	=EXP(A2)	7.38905609893065	Double
EXP	=EXP(A1:A5)	2.7182818284590451	Double
EXP	=EXP(B1:B5)	7.38905609893065	Double
EXP	=EXP(2)	7.38905609893065	Double
EXP	=EXP(0.5)	1.6487212707001282	Double
EXP	=EXP("12:30")	1.6834299236066137	Double
EXP	=EXP(TRUE)	2.7182818284590451	Double
EXP	=EXP(FALSE)	1	Double
EXP	=EXP(-2)	0.1353352832366127	Double
EXPON.DIST	=EXPON.DIST(2,3,4)	0.99752124782333362	Double
EXPON.DIST	=EXPON.DIST(0.5,1,2)	0.39346934028736658	Double
EXPON.DIST	=EXPON.DIST(A1:A5,2,3)	0.8646647167633873	Double
EXPON.DIST	=EXPON.DIST(D1,D2,1)	1	Double
EXPON.DIST	=EXPON.DIST(D1,D2,0)	0	Double
EXPON.DIST	=EXPON.DIST(2,3,TRUE)	0.99752124782333362	Double
EXPON.DIST	=EXPON.DIST(A1:A5,B1:B5,1)	0.8646647167633873	Double
EXPONDIST	=EXPONDIST(2,3,4)	0.99752124782333362	Double
EXPONDIST	=EXPONDIST(0.5,1,2)	0.39346934028736658	Double
EXPONDIST	=EXPONDIST(A1:A5,2,3)	0.8646647167633873	Double
EXPONDIST	=EXPONDIST(D1,D2,1)	1	Double
EXPONDIST	=EXPONDIST(D1,D2,0)	0	Double
EXPONDIST	=EXPONDIST(2,3,TRUE)	0.99752124782333362	Double
EXPONDIST	=EXPONDIST(A1:A5,B1:B5,1)	0.8646647167633873	Double
F.DIST	=F.DIST(2,3,4,5)	0.74361280247182382	Double
F.DIST	=F.DIST(0.5,1,2,3)	0.447213595499958	Double
F.DIST	=F.DIST(A1:A5,1,B1:B5,1)	0.57735026918962573	Double
F.DIST.RT	=F.DIST.RT(2,3,4)	0.25638719752817613	Double
F.DIST.RT	=F.DIST.RT(0.5,1,2)	0.552786404500042	Double
F.DIST.RT	=F.DIST.RT(A1:A5,2,3)	0.46475800154489	Double
F.DIST.RT	=F.DIST.RT(D1,D2,1)	0.0037490855865223915	Double
F.DIST.RT	=F.DIST.RT(2,3,TRUE)	0.46952222906704322	Double
F.DIST.RT	=F.DIST.RT(A1:A5,B1:B5,1)	0.57735026918962573	Double
F.INV	=F.INV(0.5,1,2)	0.66666666666666663	Double
F.INV.RT	=F.INV.RT(0.5,1,2)	0.66666666666666663	Double
F.INV.RT	=F.INV.RT(A1:A5,2,3)	0	Double
F.INV.RT	=F.INV.RT(A1:A5,B1:B5,1)	0	Double
F.TEST	=F.TEST(A1:A5,B1:B5)	0.20800000000000005	Double
FACT	=FACT(A1)	1	Double
FACT	=FACT(A2)	2	Double
FACT	=FACT(A1:A5)	1	Double
FACT	=FACT(B1:B5)	2	Double
FACT	=FACT(2)	2	Double
FACT	=FACT(0.5)	1	Double
FACT	=FACT("12:30")	1	Double
FACT	=FACT(TRUE)	1	Double
FACT	=FACT(FALSE)	1	Double
FACTDOUBLE	=FACTDOUBLE(A1)	1	Double
FACTDOUBLE	=FACTDOUBLE(A2)	2	Double
FACTDOUBLE	=FACTDOUBLE(2)	2	Double
FACTDOUBLE	=FACTDOUBLE(0.5)	1	Double
FACTDOUBLE	=FACTDOUBLE("12:30")	1	Double
FALSE	=FALSE()	False	Boolean
FDIST	=FDIST(2,3,4)	0.25638719752817613	Double
FDIST	=FDIST(0.5,1,2)	0.552786404500042	Double
FDIST	=FDIST(A1:A5,2,3)	0.46475800154489	Double
FDIST	=FDIST(D1,D2,1)	0.0037490855865223915	Double
FDIST	=FDIST(2,3,TRUE)	0.46952222906704322	Double
FDIST	=FDIST(A1:A5,B1:B5,1)	0.57735026918962573	Double
FIND	=FIND(A1:A5,A1)	1	Double
FINV	=FINV(0.5,1,2)	0.66666666666666663	Double
FINV	=FINV(A1:A5,2,3)	0	Double
FINV	=FINV(A1:A5,B1:B5,1)	0	Double
FISHER	=FISHER(0.5)	0.54930614433405489	Double
FISHER	=FISHER("12:30")	0.57748261260962086	Double
FISHER	=FISHER(FALSE)	0	Double
FISHERINV	=FISHERINV(A1)	0.76159415595576485	Double
FISHERINV	=FISHERINV(A2)	0.9640275800758169	Double
FISHERINV	=FISHERINV(A1:A5)	0.76159415595576485	Double
FISHERINV	=FISHERINV(B1:B5)	0.9640275800758169	Double
FISHERINV	=FISHERINV(2)	0.9640275800758169	Double
FISHERINV	=FISHERINV(0.5)	0.46211715726000974	Double
FISHERINV	=FISHERINV("2024-01-15")	1	Double
FISHERINV	=FISHERINV("12:30")	0.47834292500209707	Double
FISHERINV	=FISHERINV(D1)	1	Double
FISHERINV	=FISHERINV(TRUE)	0.76159415595576485	Double
FISHERINV	=FISHERINV(FALSE)	0	Double
FISHERINV	=FISHERINV(-2)	-0.96402758007581679	Double
FLOOR	=FLOOR(2,3)	0	Double
FLOOR	=FLOOR(0.5,1)	0	Double
FLOOR	=FLOOR("101",2)	100	Double
FLOOR	=FLOOR(A1:A5,B1:B5)	0	Double
FLOOR	=FLOOR(A1:A5,2)	0	Double
FLOOR	=FLOOR(A1:A5,A1)	1	Double
FLOOR	=FLOOR(D1,D2)	0	Double
FLOOR	=FLOOR(D1,2)	45292	Double
FLOOR	=FLOOR(2,TRUE)	2	Double
FLOOR	=FLOOR(2.5,1)	2	Double
FLOOR.MATH	=FLOOR.MATH(A1)	1	Double
FLOOR.MATH	=FLOOR.MATH(A2)	2	Double
FLOOR.MATH	=FLOOR.MATH(A1:A5)	1	Double
FLOOR.MATH	=FLOOR.MATH(B1:B5)	2	Double
FLOOR.MATH	=FLOOR.MATH(2)	2	Double
FLOOR.MATH	=FLOOR.MATH(2,3)	0	Double
FLOOR.MATH	=FLOOR.MATH(2,3,4)	0	Double
FLOOR.MATH	=FLOOR.MATH(0.5)	0	Double
FLOOR.MATH	=FLOOR.MATH(0.5,1)	0	Double
FLOOR.MATH	=FLOOR.MATH(0.5,1,2)	0	Double
FLOOR.MATH	=FLOOR.MATH("2024-01-15")	45306	Double
FLOOR.MATH	=FLOOR.MATH("12:30")	0	Double
FLOOR.MATH	=FLOOR.MATH("101",2)	100	Double
FLOOR.MATH	=FLOOR.MATH(A1:A5,B1:B5)	0	Double
FLOOR.MATH	=FLOOR.MATH(A1:A5,2)	0	Double
FLOOR.MATH	=FLOOR.MATH(A1:A5,2,3)	0	Double
FLOOR.MATH	=FLOOR.MATH(A1:A5,A1)	1	Double
FLOOR.MATH	=FLOOR.MATH(D1)	45292	Double
FLOOR.MATH	=FLOOR.MATH(D1,D2)	0	Double
FLOOR.MATH	=FLOOR.MATH(D1,2)	45292	Double
FLOOR.MATH	=FLOOR.MATH(D1,D2,1)	0	Double
FLOOR.MATH	=FLOOR.MATH(D1,D2,0)	0	Double
FLOOR.MATH	=FLOOR.MATH(TRUE)	1	Double
