# ★実Excel に 打たせた 答え（お金の 26個）★
# 取った 日 … 2026-09-07
# ★どの Excel で 打ったか★ … 版 16.0 ／ build 20326 ／ UI の 言語 1041
# ★読み方★ … 数は .Value2 を 'R'（丸めない 書き方）で 出している
# 関数	式	実Excel の 答え	型
RECEIVED	=RECEIVED(DATE(2008,2,15),DATE(2008,5,15),1000000,0.0575,3)	1014381.9912457445	Double
RECEIVED	=RECEIVED(DATE(2008,2,15),DATE(2008,5,15),1000000,0.0575,4)	1014584.6544071021	Double
RECEIVED	=RECEIVED(DATE(2008,2,15),DATE(2008,5,15),1000000,0.0575)	1014584.6544071021	Double
RECEIVED	=RECEIVED(DATE(2007,4,1),DATE(2008,3,31),500000,0.04,0)	520833.3333333334	Double
RECEIVED	=RECEIVED(DATE(2007,4,1),DATE(2008,3,31),500000,0.04,1)	520774.046670461	Double
RECEIVED	=RECEIVED(DATE(2007,4,1),DATE(2008,3,31),500000,0.04,2)	521134.91603937466	Double
RECEIVED	=RECEIVED(DATE(2007,4,1),DATE(2008,3,31),500000,0.04,3)	520833.3333333334	Double
RECEIVED	=RECEIVED(DATE(2007,4,1),DATE(2008,3,31),500000,0.04,4)	520773.0586737646	Double
RECEIVED	=RECEIVED(DATE(2007,4,1),DATE(2008,3,31),500000,0.04)	520833.3333333334	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,2,0)	0.06500000688073143	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,2,1)	0.06500182060552322	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,2,2)	0.06500368033042932	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,2,3)	0.06500136292831674	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,2,4)	0.06500000688073143	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,2)	0.06500000688073143	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,1,0)	0.06505568014794991	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,1,1)	0.06505639669310567	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,1,2)	0.06505860217666871	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,1,3)	0.06505675840135526	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,1,4)	0.06505568014794991	Double
YIELD	=YIELD(DATE(2008,2,15),DATE(2016,11,15),0.0575,95.04287,100,1)	0.06505568014794991	Double
YIELDDISC	=YIELDDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,0)	0.04930106718773444	Double
YIELDDISC	=YIELDDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,1)	0.05370294818663931	Double
YIELDDISC	=YIELDDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,2)	0.05282257198685834	Double
YIELDDISC	=YIELDDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,3)	0.05355621882000915	Double
YIELDDISC	=YIELDDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100,4)	0.04930106718773444	Double
YIELDDISC	=YIELDDISC(DATE(2008,2,16),DATE(2008,3,1),99.795,100)	0.04930106718773444	Double
YIELDDISC	=YIELDDISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,0)	0.053147668865964504	Double
YIELDDISC	=YIELDDISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,1)	0.05327242865203484	Double
YIELDDISC	=YIELDDISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,2)	0.05239911014954247	Double
YIELDDISC	=YIELDDISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,3)	0.05312687556828611	Double
YIELDDISC	=YIELDDISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100,4)	0.053147668865964504	Double
YIELDDISC	=YIELDDISC(DATE(2008,1,25),DATE(2008,6,15),97.975,100)	0.053147668865964504	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,100.0123,0)	0.06095433369153867	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,100.0123,1)	0.060966685646493594	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,100.0123,2)	0.060948059155698044	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,100.0123,3)	0.060963629921130254	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,100.0123,4)	0.06095433369153867	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,100.0123)	0.06095433369153867	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,95,0)	0.1455147065735423	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,95,1)	0.1451248882394748	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,95,2)	0.1437461679950949	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,95,3)	0.14489515375332324	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,95,4)	0.1455147065735423	Double
YIELDMAT	=YIELDMAT(DATE(2008,3,15),DATE(2008,11,3),DATE(2007,11,8),0.0625,95)	0.1455147065735423	Double
PRICEMAT	=PRICEMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,0.05,0)	99.9556262558607	Double
PRICEMAT	=PRICEMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,0.05,1)	99.95521023931428	Double
PRICEMAT	=PRICEMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,0.05,2)	99.95398015501108	Double
PRICEMAT	=PRICEMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,0.05,3)	99.95521023931428	Double
PRICEMAT	=PRICEMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,0.05,4)	99.9556262558607	Double
PRICEMAT	=PRICEMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,0.05)	99.9556262558607	Double
PRICEMAT	=PRICEMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,0.06,0)	99.29769728054708	Double
PRICEMAT	=PRICEMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,0.06,1)	99.29788889787245	Double
PRICEMAT	=PRICEMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,0.06,2)	99.28760813841718	Double
PRICEMAT	=PRICEMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,0.06,3)	99.29788889787245	Double
PRICEMAT	=PRICEMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,0.06,4)	99.29769728054708	Double
PRICEMAT	=PRICEMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,0.06)	99.29769728054708	Double
PRICEMAT	=PRICEMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,0.06,0)	97.93949771689499	Double
PRICEMAT	=PRICEMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,0.06,1)	97.93948938434477	Double
PRICEMAT	=PRICEMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,0.06,2)	97.90127045650301	Double
PRICEMAT	=PRICEMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,0.06,3)	97.93607008939371	Double
PRICEMAT	=PRICEMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,0.06,4)	97.93949771689499	Double
PRICEMAT	=PRICEMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,0.06)	97.93949771689499	Double
YIELDMAT	=YIELDMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,99,0)	0.06342633981085022	Double
YIELDMAT	=YIELDMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,99,1)	0.06340374977588005	Double
YIELDMAT	=YIELDMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,99,2)	0.06320732372900566	Double
YIELDMAT	=YIELDMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,99,3)	0.06340374977588005	Double
YIELDMAT	=YIELDMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,99,4)	0.06342633981085022	Double
YIELDMAT	=YIELDMAT(DATE(2007,6,10),DATE(2008,3,5),DATE(2007,3,10),0.05,99)	0.06342633981085022	Double
YIELDMAT	=YIELDMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,99,0)	0.06463188229100293	Double
YIELDMAT	=YIELDMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,99,1)	0.06463990554899648	Double
YIELDMAT	=YIELDMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,99,2)	0.06441972666067139	Double
YIELDMAT	=YIELDMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,99,3)	0.06463990554899648	Double
YIELDMAT	=YIELDMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,99,4)	0.06463188229100293	Double
YIELDMAT	=YIELDMAT(DATE(2011,9,1),DATE(2012,4,30),DATE(2011,5,1),0.05,99)	0.06463188229100293	Double
YIELDMAT	=YIELDMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,99,0)	0.053086368710464266	Double
YIELDMAT	=YIELDMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,99,1)	0.05308878939320772	Double
YIELDMAT	=YIELDMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,99,2)	0.052945302730966516	Double
YIELDMAT	=YIELDMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,99,3)	0.05307580039680843	Double
YIELDMAT	=YIELDMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,99,4)	0.053086368710464266	Double
YIELDMAT	=YIELDMAT(DATE(2008,6,15),DATE(2010,1,15),DATE(2007,1,15),0.05,99)	0.053086368710464266	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,0.055,100,2,0)	99.18114097567592	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,0.055,100,2,1)	99.16691319003128	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,0.055,100,2,2)	99.13430641010017	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,0.055,100,2,3)	99.17292958829266	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,0.055,100,2,4)	99.18114097567592	Double
ODDFPRICE	=ODDFPRICE(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,0.055,100,2)	99.18114097567592	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,98.5,100,2,0)	0.05657694092302681	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,98.5,100,2,1)	0.05654378615489367	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,98.5,100,2,2)	0.05646671866590102	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,98.5,100,2,3)	0.05655809617834131	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,98.5,100,2,4)	0.05657694092302681	Double
ODDFYIELD	=ODDFYIELD(DATE(2008,1,15),DATE(2012,6,30),DATE(2007,11,20),DATE(2008,6,30),0.06,98.5,100,2)	0.05657694092302681	Double
ODDFPRICE	=ODDFPRICE(DATE(2009,3,10),DATE(2015,2,28),DATE(2008,12,5),DATE(2009,8,31),0.045,0.05,100,4,0)	96.1769918250776	Double
ODDFPRICE	=ODDFPRICE(DATE(2009,3,10),DATE(2015,2,28),DATE(2008,12,5),DATE(2009,8,31),0.045,0.05,100,4,1)	96.1767213744142	Double
ODDFPRICE	=ODDFPRICE(DATE(2009,3,10),DATE(2015,2,28),DATE(2008,12,5),DATE(2009,8,31),0.045,0.05,100,4,2)	96.14923645160204	Double
ODDFPRICE	=ODDFPRICE(DATE(2009,3,10),DATE(2015,2,28),DATE(2008,12,5),DATE(2009,8,31),0.045,0.05,100,4,3)	96.16655630900385	Double
ODDFPRICE	=ODDFPRICE(DATE(2009,3,10),DATE(2015,2,28),DATE(2008,12,5),DATE(2009,8,31),0.045,0.05,100,4,4)	96.17886668514222	Double
ODDFPRICE	=ODDFPRICE(DATE(2009,3,10),DATE(2015,2,28),DATE(2008,12,5),DATE(2009,8,31),0.045,0.05,100,4)	96.1769918250776	Double
ODDLPRICE	=ODDLPRICE(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,0)	99.76519961269649	Double
ODDLPRICE	=ODDLPRICE(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,1)	99.77647635800187	Double
ODDLPRICE	=ODDLPRICE(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,2)	99.77647635800187	Double
ODDLPRICE	=ODDLPRICE(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,3)	99.77647635800187	Double
ODDLPRICE	=ODDLPRICE(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4,4)	99.76734527687296	Double
ODDLPRICE	=ODDLPRICE(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,0.05,100,4)	99.76519961269649	Double
ODDLYIELD	=ODDLYIELD(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,99.5,100,4,0)	0.05571309911859496	Double
ODDLYIELD	=ODDLYIELD(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,99.5,100,4,1)	0.05595217892054649	Double
ODDLYIELD	=ODDLYIELD(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,99.5,100,4,2)	0.05595217892054649	Double
ODDLYIELD	=ODDLYIELD(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,99.5,100,4,3)	0.05595217892054649	Double
ODDLYIELD	=ODDLYIELD(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,99.5,100,4,4)	0.05581741503349044	Double
ODDLYIELD	=ODDLYIELD(DATE(2009,3,10),DATE(2009,8,31),DATE(2008,11,30),0.045,99.5,100,4)	0.05571309911859496	Double
COUPDAYS	=COUPDAYS(DATE(2008,3,31),DATE(2015,8,31),2,0)	180	Double
COUPDAYS	=COUPDAYS(DATE(2008,3,31),DATE(2015,8,31),2,1)	182	Double
COUPDAYS	=COUPDAYS(DATE(2008,3,31),DATE(2015,8,31),2,2)	180	Double
COUPDAYS	=COUPDAYS(DATE(2008,3,31),DATE(2015,8,31),2,3)	182.5	Double
COUPDAYS	=COUPDAYS(DATE(2008,3,31),DATE(2015,8,31),2,4)	180	Double
COUPDAYS	=COUPDAYS(DATE(2008,3,31),DATE(2015,8,31),2)	180	Double
COUPDAYSNC	=COUPDAYSNC(DATE(2008,3,31),DATE(2015,8,31),2,0)	149	Double
COUPDAYSNC	=COUPDAYSNC(DATE(2008,3,31),DATE(2015,8,31),2,1)	153	Double
COUPDAYSNC	=COUPDAYSNC(DATE(2008,3,31),DATE(2015,8,31),2,2)	153	Double
COUPDAYSNC	=COUPDAYSNC(DATE(2008,3,31),DATE(2015,8,31),2,3)	153	Double
COUPDAYSNC	=COUPDAYSNC(DATE(2008,3,31),DATE(2015,8,31),2,4)	150	Double
COUPDAYSNC	=COUPDAYSNC(DATE(2008,3,31),DATE(2015,8,31),2)	149	Double
COUPDAYBS	=COUPDAYBS(DATE(2008,3,31),DATE(2015,8,31),2,0)	31	Double
COUPDAYBS	=COUPDAYBS(DATE(2008,3,31),DATE(2015,8,31),2,1)	31	Double
COUPDAYBS	=COUPDAYBS(DATE(2008,3,31),DATE(2015,8,31),2,2)	31	Double
COUPDAYBS	=COUPDAYBS(DATE(2008,3,31),DATE(2015,8,31),2,3)	31	Double
COUPDAYBS	=COUPDAYBS(DATE(2008,3,31),DATE(2015,8,31),2,4)	31	Double
COUPDAYBS	=COUPDAYBS(DATE(2008,3,31),DATE(2015,8,31),2)	31	Double
COUPNCD	=COUPNCD(DATE(2008,3,31),DATE(2015,8,31),2,0)	39691	Double
COUPNCD	=COUPNCD(DATE(2008,3,31),DATE(2015,8,31),2,1)	39691	Double
COUPNCD	=COUPNCD(DATE(2008,3,31),DATE(2015,8,31),2,2)	39691	Double
COUPNCD	=COUPNCD(DATE(2008,3,31),DATE(2015,8,31),2,3)	39691	Double
COUPNCD	=COUPNCD(DATE(2008,3,31),DATE(2015,8,31),2,4)	39691	Double
COUPNCD	=COUPNCD(DATE(2008,3,31),DATE(2015,8,31),2)	39691	Double
COUPPCD	=COUPPCD(DATE(2008,3,31),DATE(2015,8,31),2,0)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,3,31),DATE(2015,8,31),2,1)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,3,31),DATE(2015,8,31),2,2)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,3,31),DATE(2015,8,31),2,3)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,3,31),DATE(2015,8,31),2,4)	39507	Double
COUPPCD	=COUPPCD(DATE(2008,3,31),DATE(2015,8,31),2)	39507	Double
COUPNUM	=COUPNUM(DATE(2008,3,31),DATE(2015,8,31),2,0)	15	Double
COUPNUM	=COUPNUM(DATE(2008,3,31),DATE(2015,8,31),2,1)	15	Double
COUPNUM	=COUPNUM(DATE(2008,3,31),DATE(2015,8,31),2,2)	15	Double
COUPNUM	=COUPNUM(DATE(2008,3,31),DATE(2015,8,31),2,3)	15	Double
COUPNUM	=COUPNUM(DATE(2008,3,31),DATE(2015,8,31),2,4)	15	Double
COUPNUM	=COUPNUM(DATE(2008,3,31),DATE(2015,8,31),2)	15	Double
PRICE	=PRICE(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,100,2,0)	94.08037952219284	Double
PRICE	=PRICE(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,100,2,1)	94.07928076139775	Double
PRICE	=PRICE(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,100,2,2)	94.08037952219284	Double
PRICE	=PRICE(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,100,2,3)	94.07968701749967	Double
PRICE	=PRICE(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,100,2,4)	94.08037952219284	Double
PRICE	=PRICE(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,100,2)	94.08037952219284	Double
YIELD	=YIELD(DATE(2008,3,31),DATE(2015,8,31),0.05,95,100,2,0)	0.058396936804250496	Double
YIELD	=YIELD(DATE(2008,3,31),DATE(2015,8,31),0.05,95,100,2,1)	0.058395338483304936	Double
YIELD	=YIELD(DATE(2008,3,31),DATE(2015,8,31),0.05,95,100,2,2)	0.05839693680424867	Double
YIELD	=YIELD(DATE(2008,3,31),DATE(2015,8,31),0.05,95,100,2,3)	0.058395929345319966	Double
YIELD	=YIELD(DATE(2008,3,31),DATE(2015,8,31),0.05,95,100,2,4)	0.058396936804250496	Double
YIELD	=YIELD(DATE(2008,3,31),DATE(2015,8,31),0.05,95,100,2)	0.058396936804250496	Double
DURATION	=DURATION(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,2,0)	6.215735298003751	Double
DURATION	=DURATION(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,2,1)	6.21760727868008	Double
DURATION	=DURATION(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,2,2)	6.215735298003751	Double
DURATION	=DURATION(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,2,3)	6.216914902265547	Double
DURATION	=DURATION(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,2,4)	6.215735298003751	Double
DURATION	=DURATION(DATE(2008,3,31),DATE(2015,8,31),0.05,0.06,2)	6.215735298003751	Double
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4,0)	50.833333333333336	Double
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4,1)	50.869565217391305	Double
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4,2)	51	Double
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4,3)	50.917808219178085	Double
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4,4)	50.833333333333336	Double
ACCRINT	=ACCRINT(DATE(2008,1,15),DATE(2009,1,15),DATE(2008,11,20),0.06,1000,4)	50.833333333333336	Double
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,0)	49.99999999999999	Double
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,1)	50.1098901098901	Double
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,2)	50.333333333333336	Double
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,3)	50.054794520547944	Double
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2,4)	49.99999999999999	Double
ACCRINT	=ACCRINT(DATE(2007,2,28),DATE(2008,2,29),DATE(2007,12,31),0.06,1000,2)	49.99999999999999	Double
VDB	=VDB(2400,300,3650,0,1)	1.3150684931506849	Double
VDB	=VDB(2400,300,120,0,1)	40	Double
VDB	=VDB(2400,300,10,0,1)	480	Double
VDB	=VDB(2400,300,10,2,5)	749.568	Double
VDB	=VDB(2400,300,10,0,0.875)	420	Double
VDB	=VDB(2400,300,10,6,10,1.5)	605.1588375	Double
VDB	=VDB(2400,300,10,0,2,2,TRUE)	864	Double
VDB	=VDB(2400,300,10,0,2,2,FALSE)	864	Double
VDB	=VDB(10000,1000,5,0,1)	4000	Double
VDB	=VDB(10000,1000,5,4,5)	296	Double
VDB	=VDB(10000,1000,5,0,5)	9000	Double
VDB	=VDB(10000,1000,5,1.5,3.5)	3072	Double
VDB	=VDB(10000,1000,5,0,3,1)	5500	Double
VDB	=VDB(10000,1000,5,0,3,3)	9000	Double
VDB	=VDB(10000,0,5,3,5,2,TRUE)	1382.4	Double
VDB	=VDB(10000,0,5,3,5,2,FALSE)	2160	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,0)	158	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,1)	158	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,2)	#NUM!	error値
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,3)	158	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15,4)	158	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,5,0.15)	158	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,0)	0	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,1)	0	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,2)	#NUM!	error値
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,3)	0	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,4)	0	Double
AMORDEGRC	=AMORDEGRC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15)	0	Double
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,0)	2015	Double
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,1)	2017	Double
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,2)	#NUM!	error値
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,3)	2017	Double
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25,4)	2018	Double
AMORDEGRC	=AMORDEGRC(10000,DATE(2010,1,20),DATE(2010,12,31),500,2,0.25)	2015	Double
AMORLINC	=AMORLINC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,0)	168	Double
AMORLINC	=AMORLINC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,1)	168.19672131147536	Double
AMORLINC	=AMORLINC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,2)	#NUM!	error値
AMORLINC	=AMORLINC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,3)	167.83561643835628	Double
AMORLINC	=AMORLINC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15,4)	169	Double
AMORLINC	=AMORLINC(2400,DATE(2008,8,19),DATE(2008,12,31),300,6,0.15)	168	Double
AMORLINC	=AMORLINC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,0)	2131.9444444444443	Double
AMORLINC	=AMORLINC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,1)	2136.986301369863	Double
AMORLINC	=AMORLINC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,2)	#NUM!	error値
AMORLINC	=AMORLINC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,3)	2136.986301369863	Double
AMORLINC	=AMORLINC(10000,DATE(2010,1,20),DATE(2010,12,31),500,3,0.25,4)	2138.8888888888887	Double
